fecha;tmax
2009-02-23;301,50
2009-02-24;300,00
2009-02-25;297,60
2009-02-26;300,40
2009-02-27;303,30
2009-02-28;307,50
2009-03-01;305,40
2009-03-02;310,20
2009-03-03;311,00
2009-03-04;304,30
2009-03-05;302,00
2009-03-06;306,80
2009-03-07;307,50
2009-03-08;306,70
2009-03-09;308,30
2009-03-10;307,20
2009-03-11;303,70
2009-03-12;304,70
2009-03-13;301,10
2009-03-14;296,60
2009-03-15;292,90
2009-03-16;298,30
2009-03-17;301,60
2009-03-18;304,60
2009-03-19;306,60
2009-03-20;303,60
2009-03-21;299,50
2009-03-22;297,30
2009-03-23;295,20
2009-03-24;294,20
