fecha;precip
2009-02-23;2,79
2009-02-24;19,07
2009-02-25;4,67
2009-02-26;29,85
2009-02-27;21,10
2009-02-28;2,72
2009-03-01;9,01
2009-03-02;0,22
2009-03-03;7,86
2009-03-04;4,08
2009-03-05;2,12
2009-03-06;11,97
2009-03-07;60,93
2009-03-08;13,24
2009-03-09;2,48
2009-03-10;0,00
2009-03-11;2,42
2009-03-12;0,00
2009-03-13;0,00
2009-03-14;0,00
2009-03-15;0,28
2009-03-16;0,00
2009-03-17;3,09
2009-03-18;10,43
2009-03-19;0,45
2009-03-20;3,20
2009-03-21;23,93
2009-03-22;0,00
2009-03-23;0,00
2009-03-24;0,00
