fecha;tmin
2009-02-23;293,10
2009-02-24;294,10
2009-02-25;293,80
2009-02-26;293,10
2009-02-27;294,60
2009-02-28;294,80
2009-03-01;298,80
2009-03-02;298,00
2009-03-03;299,80
2009-03-04;290,30
2009-03-05;290,00
2009-03-06;292,40
2009-03-07;295,70
2009-03-08;297,20
2009-03-09;297,30
2009-03-10;297,90
2009-03-11;298,30
2009-03-12;296,10
2009-03-13;291,80
2009-03-14;288,90
2009-03-15;288,40
2009-03-16;290,40
2009-03-17;288,10
2009-03-18;292,10
2009-03-19;295,30
2009-03-20;296,00
2009-03-21;297,10
2009-03-22;295,30
2009-03-23;288,30
2009-03-24;281,60
