fecha;precip
2009-02-23;16,42
2009-02-24;13,26
2009-02-25;41,69
2009-02-26;14,17
2009-02-27;13,22
2009-02-28;0,86
2009-03-01;0,00
2009-03-02;0,02
2009-03-03;0,00
2009-03-04;0,00
2009-03-05;2,27
2009-03-06;3,07
2009-03-07;8,83
2009-03-08;15,49
2009-03-09;0,48
2009-03-10;0,00
2009-03-11;0,00
2009-03-12;2,42
2009-03-13;0,32
2009-03-14;0,04
2009-03-15;0,00
2009-03-16;7,82
2009-03-17;58,97
2009-03-18;0,00
2009-03-19;0,04
2009-03-20;3,93
2009-03-21;1,92
2009-03-22;0,65
2009-03-23;7,17
2009-03-24;2,18
