fecha;precip
2009-02-23;3,20
2009-02-24;2,70
2009-02-25;37,43
2009-02-26;19,98
2009-02-27;8,86
2009-02-28;0,99
2009-03-01;6,13
2009-03-02;14,80
2009-03-03;0,19
2009-03-04;6,31
2009-03-05;16,63
2009-03-06;0,58
2009-03-07;2,70
2009-03-08;0,00
2009-03-09;0,00
2009-03-10;0,00
2009-03-11;0,00
2009-03-12;4,06
2009-03-13;13,39
2009-03-14;2,38
2009-03-15;4,10
2009-03-16;0,00
2009-03-17;0,09
2009-03-18;0,04
2009-03-19;3,00
2009-03-20;16,57
2009-03-21;12,31
2009-03-22;6,26
2009-03-23;10,26
2009-03-24;3,00
