fecha;tmin
2003-05-26;283,00
2003-05-27;283,60
2003-05-28;279,70
2003-05-29;283,30
2003-05-30;286,10
2003-05-31;289,90
2003-06-01;290,10
2003-06-02;293,60
2003-06-03;287,60
2003-06-04;281,20
2003-06-05;285,60
2003-06-06;288,50
2003-06-07;294,10
2003-06-08;295,80
2003-06-09;295,10
2003-06-10;294,70
2003-06-11;292,50
2003-06-12;293,30
2003-06-13;295,00
2003-06-14;294,30
2003-06-15;292,80
2003-06-16;292,70
2003-06-17;293,80
2003-06-18;293,70
2003-06-19;291,00
2003-06-20;281,90
2003-06-21;281,30
2003-06-22;281,50
2003-06-23;282,40
2003-06-24;281,80
