fecha;hrmean
2003-05-26;64,00
2003-05-27;70,73
2003-05-28;79,69
2003-05-29;72,69
2003-05-30;75,91
2003-05-31;80,81
2003-06-01;81,61
2003-06-02;80,19
2003-06-03;95,47
2003-06-04;90,13
2003-06-05;92,84
2003-06-06;89,23
2003-06-07;83,83
2003-06-08;79,11
2003-06-09;84,55
2003-06-10;84,52
2003-06-11;88,46
2003-06-12;80,20
2003-06-13;55,34
2003-06-14;62,76
2003-06-15;62,98
2003-06-16;73,33
2003-06-17;71,53
2003-06-18;75,54
2003-06-19;82,10
2003-06-20;81,35
2003-06-21;63,73
2003-06-22;65,31
2003-06-23;55,73
2003-06-24;64,06
