fecha;tmax
2003-05-26;291,30
2003-05-27;295,50
2003-05-28;297,40
2003-05-29;296,90
2003-05-30;298,10
2003-05-31;299,10
2003-06-01;295,60
2003-06-02;293,80
2003-06-03;291,30
2003-06-04;286,80
2003-06-05;289,80
2003-06-06;290,80
2003-06-07;288,70
2003-06-08;291,70
2003-06-09;291,80
2003-06-10;299,30
2003-06-11;296,10
2003-06-12;293,90
2003-06-13;291,30
2003-06-14;288,30
2003-06-15;285,20
2003-06-16;286,40
2003-06-17;289,70
2003-06-18;289,10
2003-06-19;289,80
2003-06-20;291,20
2003-06-21;293,40
2003-06-22;293,20
2003-06-23;296,40
2003-06-24;293,00
