fecha;tmax
2003-05-26;291,90
2003-05-27;290,70
2003-05-28;293,30
2003-05-29;296,40
2003-05-30;298,30
2003-05-31;297,20
2003-06-01;298,10
2003-06-02;300,70
2003-06-03;294,00
2003-06-04;292,10
2003-06-05;289,60
2003-06-06;296,70
2003-06-07;300,60
2003-06-08;298,30
2003-06-09;300,80
2003-06-10;301,20
2003-06-11;296,80
2003-06-12;300,40
2003-06-13;297,30
2003-06-14;301,50
2003-06-15;301,10
2003-06-16;300,20
2003-06-17;300,20
2003-06-18;300,30
2003-06-19;296,30
2003-06-20;291,00
2003-06-21;283,60
2003-06-22;283,30
2003-06-23;284,10
2003-06-24;287,60
