fecha;hrmean
2003-05-26;71,05
2003-05-27;75,21
2003-05-28;79,09
2003-05-29;76,67
2003-05-30;82,17
2003-05-31;76,39
2003-06-01;62,07
2003-06-02;78,34
2003-06-03;85,90
2003-06-04;85,79
2003-06-05;86,26
2003-06-06;96,74
2003-06-07;98,60
2003-06-08;83,40
2003-06-09;86,97
2003-06-10;91,13
2003-06-11;83,72
2003-06-12;96,50
2003-06-13;91,65
2003-06-14;97,17
2003-06-15;83,61
2003-06-16;81,06
2003-06-17;78,14
2003-06-18;81,60
2003-06-19;85,99
2003-06-20;83,49
2003-06-21;85,32
2003-06-22;85,34
2003-06-23;81,86
2003-06-24;83,18
