fecha;precip
2009-05-04;0,00
2009-05-05;13,05
2009-05-06;0,15
2009-05-07;0,00
2009-05-08;0,00
2009-05-09;0,60
2009-05-10;8,34
2009-05-11;4,36
2009-05-12;0,73
2009-05-13;0,02
2009-05-14;0,24
2009-05-15;0,06
2009-05-16;6,91
2009-05-17;0,89
2009-05-18;19,25
2009-05-19;13,76
2009-05-20;11,69
2009-05-21;0,13
2009-05-22;0,00
2009-05-23;4,84
2009-05-24;0,00
2009-05-25;0,04
2009-05-26;11,66
2009-05-27;0,00
2009-05-28;0,02
2009-05-29;6,11
2009-05-30;6,03
2009-05-31;15,81
2009-06-01;38,43
2009-06-02;3,76
