fecha;hrmean
2009-05-04;46,14
2009-05-05;76,19
2009-05-06;74,71
2009-05-07;97,18
2009-05-08;87,54
2009-05-09;80,13
2009-05-10;70,95
2009-05-11;71,13
2009-05-12;90,80
2009-05-13;94,22
2009-05-14;84,07
2009-05-15;67,19
2009-05-16;65,30
2009-05-17;69,19
2009-05-18;72,54
2009-05-19;91,49
2009-05-20;88,50
2009-05-21;98,43
2009-05-22;99,61
2009-05-23;99,10
2009-05-24;80,20
2009-05-25;73,81
2009-05-26;84,94
2009-05-27;83,21
2009-05-28;78,74
2009-05-29;97,55
2009-05-30;88,68
2009-05-31;80,91
2009-06-01;80,00
2009-06-02;85,99
