fecha;precip
2009-05-04;3,24
2009-05-05;23,46
2009-05-06;0,00
2009-05-07;0,00
2009-05-08;5,14
2009-05-09;14,30
2009-05-10;0,73
2009-05-11;0,04
2009-05-12;0,00
2009-05-13;0,00
2009-05-14;0,02
2009-05-15;26,87
2009-05-16;0,26
2009-05-17;0,00
2009-05-18;0,37
2009-05-19;2,89
2009-05-20;22,25
2009-05-21;3,11
2009-05-22;37,15
2009-05-23;32,62
2009-05-24;9,55
2009-05-25;16,96
2009-05-26;33,37
2009-05-27;0,13
2009-05-28;1,75
2009-05-29;10,89
2009-05-30;1,71
2009-05-31;32,46
2009-06-01;0,65
2009-06-02;2,10
