fecha;radsup
2009-05-04;14,65
2009-05-05;7,66
2009-05-06;16,14
2009-05-07;15,48
2009-05-08;11,46
2009-05-09;15,21
2009-05-10;14,71
2009-05-11;5,91
2009-05-12;4,89
2009-05-13;2,53
2009-05-14;7,77
2009-05-15;14,59
2009-05-16;13,73
2009-05-17;1,27
2009-05-18;1,65
2009-05-19;2,32
2009-05-20;13,48
2009-05-21;14,16
2009-05-22;13,83
2009-05-23;11,06
2009-05-24;10,63
2009-05-25;1,92
2009-05-26;7,29
2009-05-27;10,60
2009-05-28;1,06
2009-05-29;13,15
2009-05-30;14,43
2009-05-31;14,11
2009-06-01;14,31
2009-06-02;14,28
