fecha;tmax
2009-05-04;306,00
2009-05-05;299,70
2009-05-06;297,30
2009-05-07;299,40
2009-05-08;300,40
2009-05-09;297,00
2009-05-10;296,00
2009-05-11;294,90
2009-05-12;296,70
2009-05-13;299,20
2009-05-14;301,50
2009-05-15;301,10
2009-05-16;297,70
2009-05-17;297,20
2009-05-18;295,20
2009-05-19;296,60
2009-05-20;302,70
2009-05-21;302,30
2009-05-22;302,50
2009-05-23;302,60
2009-05-24;302,70
2009-05-25;302,60
2009-05-26;301,40
2009-05-27;303,00
2009-05-28;299,00
2009-05-29;301,10
2009-05-30;300,60
2009-05-31;297,90
2009-06-01;300,90
2009-06-02;300,80
