fecha;tmax
2009-01-21;306,10
2009-01-22;310,20
2009-01-23;309,80
2009-01-24;310,70
2009-01-25;311,50
2009-01-26;315,10
2009-01-27;305,00
2009-01-28;311,10
2009-01-29;309,90
2009-01-30;311,00
2009-01-31;310,90
2009-02-01;311,30
2009-02-02;310,50
2009-02-03;309,60
2009-02-04;307,20
2009-02-05;309,40
2009-02-06;304,50
2009-02-07;307,90
2009-02-08;302,10
2009-02-09;298,70
2009-02-10;299,60
2009-02-11;300,40
2009-02-12;302,90
2009-02-13;300,30
2009-02-14;296,10
2009-02-15;301,30
2009-02-16;303,00
2009-02-17;304,50
2009-02-18;305,90
2009-02-19;307,00
