fecha;tmax
2009-01-21;305,80
2009-01-22;310,10
2009-01-23;309,80
2009-01-24;310,40
2009-01-25;312,00
2009-01-26;316,80
2009-01-27;307,10
2009-01-28;312,00
2009-01-29;309,20
2009-01-30;312,40
2009-01-31;311,20
2009-02-01;311,10
2009-02-02;305,80
2009-02-03;307,30
2009-02-04;310,30
2009-02-05;312,70
2009-02-06;305,50
2009-02-07;302,70
2009-02-08;305,70
2009-02-09;308,50
2009-02-10;309,10
2009-02-11;308,90
2009-02-12;304,30
2009-02-13;297,60
2009-02-14;294,80
2009-02-15;300,60
2009-02-16;304,80
2009-02-17;307,60
2009-02-18;309,20
2009-02-19;305,30
