fecha;precip
2009-01-21;0,00
2009-01-22;0,00
2009-01-23;0,82
2009-01-24;5,44
2009-01-25;7,34
2009-01-26;11,23
2009-01-27;7,93
2009-01-28;2,55
2009-01-29;2,48
2009-01-30;9,87
2009-01-31;2,01
2009-02-01;3,61
2009-02-02;1,94
2009-02-03;2,51
2009-02-04;19,40
2009-02-05;2,87
2009-02-06;13,56
2009-02-07;18,88
2009-02-08;50,50
2009-02-09;33,24
2009-02-10;14,23
2009-02-11;7,58
2009-02-12;16,33
2009-02-13;4,69
2009-02-14;1,84
2009-02-15;0,00
2009-02-16;0,00
2009-02-17;0,00
2009-02-18;0,15
2009-02-19;5,49
