fecha;tmax
2009-01-21;305,50
2009-01-22;309,40
2009-01-23;309,30
2009-01-24;312,00
2009-01-25;312,80
2009-01-26;303,30
2009-01-27;304,50
2009-01-28;307,30
2009-01-29;304,80
2009-01-30;305,10
2009-01-31;300,20
2009-02-01;300,70
2009-02-02;304,50
2009-02-03;306,10
2009-02-04;308,50
2009-02-05;307,90
2009-02-06;304,00
2009-02-07;305,50
2009-02-08;303,50
2009-02-09;301,70
2009-02-10;300,50
2009-02-11;302,20
2009-02-12;305,10
2009-02-13;299,50
2009-02-14;296,70
2009-02-15;301,20
2009-02-16;305,20
2009-02-17;307,30
2009-02-18;306,60
2009-02-19;306,00
