fecha;radsup
2009-01-21;29,26
2009-01-22;25,08
2009-01-23;16,70
2009-01-24;25,29
2009-01-25;17,22
2009-01-26;26,28
2009-01-27;9,58
2009-01-28;2,45
2009-01-29;8,79
2009-01-30;27,65
2009-01-31;20,81
2009-02-01;20,33
2009-02-02;14,79
2009-02-03;19,72
2009-02-04;21,60
2009-02-05;23,98
2009-02-06;21,46
2009-02-07;20,10
2009-02-08;18,29
2009-02-09;21,30
2009-02-10;16,98
2009-02-11;3,59
2009-02-12;5,56
2009-02-13;13,76
2009-02-14;17,74
2009-02-15;9,44
2009-02-16;7,46
2009-02-17;22,48
2009-02-18;25,27
2009-02-19;25,64
