fecha;hrmean
2009-01-21;42,49
2009-01-22;47,08
2009-01-23;47,74
2009-01-24;40,58
2009-01-25;33,76
2009-01-26;34,95
2009-01-27;30,19
2009-01-28;35,05
2009-01-29;35,00
2009-01-30;33,37
2009-01-31;43,76
2009-02-01;63,38
2009-02-02;65,09
2009-02-03;55,59
2009-02-04;70,62
2009-02-05;77,67
2009-02-06;95,43
2009-02-07;78,01
2009-02-08;84,60
2009-02-09;84,21
2009-02-10;75,32
2009-02-11;63,58
2009-02-12;57,79
2009-02-13;64,53
2009-02-14;59,69
2009-02-15;57,42
2009-02-16;74,07
2009-02-17;86,57
2009-02-18;73,43
2009-02-19;58,58
