fecha;hrmean
2009-01-21;43,29
2009-01-22;48,19
2009-01-23;47,35
2009-01-24;44,25
2009-01-25;41,79
2009-01-26;40,34
2009-01-27;61,96
2009-01-28;56,17
2009-01-29;45,47
2009-01-30;46,60
2009-01-31;35,86
2009-02-01;71,36
2009-02-02;83,43
2009-02-03;78,38
2009-02-04;58,88
2009-02-05;71,01
2009-02-06;98,85
2009-02-07;92,30
2009-02-08;76,28
2009-02-09;77,62
2009-02-10;67,00
2009-02-11;62,59
2009-02-12;54,83
2009-02-13;49,93
2009-02-14;55,73
2009-02-15;69,37
2009-02-16;82,40
2009-02-17;64,68
2009-02-18;59,68
2009-02-19;58,96
