fecha;hrmean
2009-01-21;44,47
2009-01-22;50,60
2009-01-23;50,22
2009-01-24;45,21
2009-01-25;37,36
2009-01-26;38,76
2009-01-27;43,31
2009-01-28;96,43
2009-01-29;91,74
2009-01-30;71,03
2009-01-31;68,41
2009-02-01;76,83
2009-02-02;87,64
2009-02-03;84,51
2009-02-04;75,57
2009-02-05;60,69
2009-02-06;44,85
2009-02-07;41,08
2009-02-08;43,08
2009-02-09;39,48
2009-02-10;43,52
2009-02-11;96,00
2009-02-12;87,85
2009-02-13;81,17
2009-02-14;88,49
2009-02-15;96,99
2009-02-16;99,19
2009-02-17;89,16
2009-02-18;77,65
2009-02-19;73,35
