fecha;tmin
2003-04-28;293,40
2003-04-29;293,50
2003-04-30;290,70
2003-05-01;288,60
2003-05-02;287,90
2003-05-03;287,00
2003-05-04;284,30
2003-05-05;281,10
2003-05-06;286,20
2003-05-07;283,20
2003-05-08;282,00
2003-05-09;282,40
2003-05-10;281,40
2003-05-11;281,90
2003-05-12;281,40
2003-05-13;284,10
2003-05-14;285,90
2003-05-15;286,70
2003-05-16;288,30
2003-05-17;287,50
2003-05-18;290,50
2003-05-19;289,50
2003-05-20;290,30
2003-05-21;287,80
2003-05-22;282,60
2003-05-23;280,90
2003-05-24;281,50
2003-05-25;277,90
2003-05-26;277,80
2003-05-27;281,20
