fecha;hrmean
2003-04-28;97,05
2003-04-29;92,71
2003-04-30;95,36
2003-05-01;86,66
2003-05-02;87,14
2003-05-03;96,88
2003-05-04;86,84
2003-05-05;86,78
2003-05-06;80,70
2003-05-07;82,73
2003-05-08;79,73
2003-05-09;76,96
2003-05-10;80,86
2003-05-11;82,75
2003-05-12;87,30
2003-05-13;85,92
2003-05-14;84,68
2003-05-15;84,24
2003-05-16;86,81
2003-05-17;91,14
2003-05-18;94,77
2003-05-19;94,00
2003-05-20;86,21
2003-05-21;89,55
2003-05-22;86,94
2003-05-23;86,11
2003-05-24;93,02
2003-05-25;96,98
2003-05-26;98,38
2003-05-27;97,79
