fecha;radsup
2003-04-28;1,44
2003-04-29;5,06
2003-04-30;1,16
2003-05-01;5,10
2003-05-02;8,43
2003-05-03;3,10
2003-05-04;11,37
2003-05-05;12,20
2003-05-06;12,15
2003-05-07;15,95
2003-05-08;15,91
2003-05-09;13,82
2003-05-10;15,74
2003-05-11;7,83
2003-05-12;6,44
2003-05-13;5,66
2003-05-14;10,25
2003-05-15;10,06
2003-05-16;6,18
2003-05-17;0,96
2003-05-18;2,44
2003-05-19;1,23
2003-05-20;9,89
2003-05-21;12,64
2003-05-22;13,45
2003-05-23;11,37
2003-05-24;1,96
2003-05-25;2,43
2003-05-26;4,50
2003-05-27;4,03
