fecha;hrmean
2009-05-25;91,33
2009-05-26;76,87
2009-05-27;59,32
2009-05-28;57,53
2009-05-29;72,06
2009-05-30;62,74
2009-05-31;63,85
2009-06-01;62,20
2009-06-02;68,50
2009-06-03;66,39
2009-06-04;81,04
2009-06-05;95,76
2009-06-06;81,89
2009-06-07;78,83
2009-06-08;70,22
2009-06-09;77,64
2009-06-10;83,02
2009-06-11;66,49
2009-06-12;64,40
2009-06-13;94,08
2009-06-14;93,69
2009-06-15;74,03
2009-06-16;76,12
2009-06-17;72,42
2009-06-18;66,18
2009-06-19;55,58
2009-06-20;87,84
2009-06-21;89,87
2009-06-22;76,02
2009-06-23;78,99
