fecha;tmax
2009-05-25;297,00
2009-05-26;294,50
2009-05-27;294,20
2009-05-28;291,10
2009-05-29;288,10
2009-05-30;286,00
2009-05-31;288,20
2009-06-01;288,30
2009-06-02;290,50
2009-06-03;287,50
2009-06-04;290,90
2009-06-05;289,10
2009-06-06;291,90
2009-06-07;292,90
2009-06-08;293,10
2009-06-09;294,50
2009-06-10;293,20
2009-06-11;295,30
2009-06-12;292,70
2009-06-13;294,80
2009-06-14;299,00
2009-06-15;301,80
2009-06-16;299,60
2009-06-17;294,90
2009-06-18;290,70
2009-06-19;294,50
2009-06-20;298,20
2009-06-21;293,50
2009-06-22;291,60
2009-06-23;292,30
