fecha;radsup
2009-05-25;11,97
2009-05-26;7,92
2009-05-27;7,42
2009-05-28;2,09
2009-05-29;1,42
2009-05-30;1,88
2009-05-31;11,58
2009-06-01;13,48
2009-06-02;13,13
2009-06-03;13,42
2009-06-04;9,61
2009-06-05;12,17
2009-06-06;12,32
2009-06-07;2,15
2009-06-08;12,99
2009-06-09;13,00
2009-06-10;13,16
2009-06-11;12,15
2009-06-12;2,03
2009-06-13;6,06
2009-06-14;11,47
2009-06-15;1,32
2009-06-16;2,39
2009-06-17;12,51
2009-06-18;12,60
2009-06-19;12,29
2009-06-20;2,87
2009-06-21;1,58
2009-06-22;2,81
2009-06-23;1,00
