fecha;tmax
2009-05-25;303,80
2009-05-26;297,50
2009-05-27;293,10
2009-05-28;291,70
2009-05-29;286,10
2009-05-30;287,70
2009-05-31;295,50
2009-06-01;296,20
2009-06-02;297,50
2009-06-03;296,10
2009-06-04;295,40
2009-06-05;294,50
2009-06-06;295,10
2009-06-07;295,60
2009-06-08;290,30
2009-06-09;289,70
2009-06-10;290,80
2009-06-11;295,80
2009-06-12;295,20
2009-06-13;298,50
2009-06-14;296,90
2009-06-15;293,30
2009-06-16;292,30
2009-06-17;290,00
2009-06-18;288,70
2009-06-19;287,50
2009-06-20;291,00
2009-06-21;291,60
2009-06-22;298,00
2009-06-23;295,40
