fecha;precip
2009-05-25;31,86
2009-05-26;0,02
2009-05-27;0,00
2009-05-28;0,00
2009-05-29;0,00
2009-05-30;0,00
2009-05-31;0,00
2009-06-01;0,00
2009-06-02;0,00
2009-06-03;0,00
2009-06-04;18,47
2009-06-05;0,54
2009-06-06;0,04
2009-06-07;0,56
2009-06-08;2,40
2009-06-09;3,63
2009-06-10;12,92
2009-06-11;41,58
2009-06-12;24,15
2009-06-13;14,88
2009-06-14;8,58
2009-06-15;2,40
2009-06-16;0,63
2009-06-17;0,35
2009-06-18;0,02
2009-06-19;0,80
2009-06-20;18,45
2009-06-21;13,63
2009-06-22;0,00
2009-06-23;0,00
