fecha;radsup
2009-05-25;8,34
2009-05-26;3,22
2009-05-27;5,70
2009-05-28;2,49
2009-05-29;2,18
2009-05-30;1,42
2009-05-31;11,75
2009-06-01;13,23
2009-06-02;13,07
2009-06-03;12,82
2009-06-04;4,24
2009-06-05;1,30
2009-06-06;0,77
2009-06-07;7,59
2009-06-08;11,88
2009-06-09;13,03
2009-06-10;11,09
2009-06-11;12,71
2009-06-12;12,43
2009-06-13;10,96
2009-06-14;11,11
2009-06-15;10,17
2009-06-16;10,02
2009-06-17;9,54
2009-06-18;2,17
2009-06-19;0,97
2009-06-20;11,59
2009-06-21;4,83
2009-06-22;1,42
2009-06-23;1,04
