fecha;precip
2002-12-02;14,90
2002-12-03;4,75
2002-12-04;18,17
2002-12-05;0,15
2002-12-06;1,56
2002-12-07;47,97
2002-12-08;0,11
2002-12-09;1,25
2002-12-10;1,60
2002-12-11;4,90
2002-12-12;31,15
2002-12-13;65,88
2002-12-14;6,76
2002-12-15;0,00
2002-12-16;0,00
2002-12-17;0,00
2002-12-18;0,00
2002-12-19;0,00
2002-12-20;0,00
2002-12-21;7,60
2002-12-22;2,07
2002-12-23;4,71
2002-12-24;5,96
2002-12-25;6,54
2002-12-26;18,36
2002-12-27;0,06
2002-12-28;0,00
2002-12-29;13,87
2002-12-30;9,48
2002-12-31;91,45
