fecha;hrmean
2002-12-02;87,19
2002-12-03;95,83
2002-12-04;98,45
2002-12-05;92,04
2002-12-06;83,25
2002-12-07;92,99
2002-12-08;97,22
2002-12-09;90,78
2002-12-10;91,60
2002-12-11;90,28
2002-12-12;89,37
2002-12-13;82,39
2002-12-14;80,00
2002-12-15;82,31
2002-12-16;88,02
2002-12-17;95,66
2002-12-18;75,78
2002-12-19;77,98
2002-12-20;90,45
2002-12-21;87,24
2002-12-22;81,76
2002-12-23;70,68
2002-12-24;58,07
2002-12-25;56,07
2002-12-26;62,32
2002-12-27;46,28
2002-12-28;45,52
2002-12-29;91,52
2002-12-30;87,20
2002-12-31;70,85
