fecha;tmin
2002-12-02;294,60
2002-12-03;293,20
2002-12-04;293,60
2002-12-05;292,50
2002-12-06;295,80
2002-12-07;299,70
2002-12-08;295,90
2002-12-09;293,80
2002-12-10;292,90
2002-12-11;291,70
2002-12-12;292,90
2002-12-13;290,30
2002-12-14;290,40
2002-12-15;292,00
2002-12-16;294,50
2002-12-17;294,90
2002-12-18;294,30
2002-12-19;293,10
2002-12-20;294,20
2002-12-21;297,80
2002-12-22;297,00
2002-12-23;297,30
2002-12-24;298,80
2002-12-25;298,90
2002-12-26;298,00
2002-12-27;299,00
2002-12-28;298,10
2002-12-29;296,30
2002-12-30;295,50
2002-12-31;299,10
