fecha;tmax
2002-12-02;298,20
2002-12-03;294,70
2002-12-04;295,50
2002-12-05;300,70
2002-12-06;301,70
2002-12-07;305,30
2002-12-08;302,40
2002-12-09;298,10
2002-12-10;298,40
2002-12-11;300,70
2002-12-12;300,20
2002-12-13;299,30
2002-12-14;300,00
2002-12-15;301,00
2002-12-16;305,50
2002-12-17;307,10
2002-12-18;301,00
2002-12-19;307,70
2002-12-20;309,10
2002-12-21;300,30
2002-12-22;302,40
2002-12-23;301,30
2002-12-24;301,00
2002-12-25;302,80
2002-12-26;305,10
2002-12-27;302,60
2002-12-28;302,50
2002-12-29;299,20
2002-12-30;302,30
2002-12-31;307,30
