fecha;precip
2009-03-02;10,43
2009-03-03;0,00
2009-03-04;30,07
2009-03-05;0,30
2009-03-06;0,00
2009-03-07;0,00
2009-03-08;8,51
2009-03-09;13,56
2009-03-10;16,29
2009-03-11;11,36
2009-03-12;19,53
2009-03-13;116,06
2009-03-14;31,08
2009-03-15;16,78
2009-03-16;14,67
2009-03-17;45,14
2009-03-18;0,00
2009-03-19;0,99
2009-03-20;0,50
2009-03-21;2,48
2009-03-22;9,61
2009-03-23;8,66
2009-03-24;0,78
2009-03-25;0,00
2009-03-26;0,00
2009-03-27;0,00
2009-03-28;4,43
2009-03-29;72,88
2009-03-30;12,74
2009-03-31;6,85
