fecha;precip
2009-03-02;2,98
2009-03-03;0,00
2009-03-04;17,15
2009-03-05;4,58
2009-03-06;0,04
2009-03-07;4,99
2009-03-08;0,60
2009-03-09;17,17
2009-03-10;10,67
2009-03-11;23,16
2009-03-12;0,52
2009-03-13;4,64
2009-03-14;6,83
2009-03-15;33,59
2009-03-16;0,09
2009-03-17;3,82
2009-03-18;0,00
2009-03-19;0,00
2009-03-20;0,00
2009-03-21;0,00
2009-03-22;0,00
2009-03-23;9,29
2009-03-24;34,08
2009-03-25;26,18
2009-03-26;15,92
2009-03-27;21,77
2009-03-28;3,07
2009-03-29;1,90
2009-03-30;10,28
2009-03-31;0,00
