fecha;hrmean
2009-03-02;57,18
2009-03-03;40,81
2009-03-04;46,80
2009-03-05;83,92
2009-03-06;70,93
2009-03-07;41,23
2009-03-08;38,03
2009-03-09;40,15
2009-03-10;36,34
2009-03-11;35,52
2009-03-12;43,62
2009-03-13;56,40
2009-03-14;84,97
2009-03-15;92,69
2009-03-16;60,20
2009-03-17;56,03
2009-03-18;83,44
2009-03-19;56,83
2009-03-20;42,13
2009-03-21;37,00
2009-03-22;38,23
2009-03-23;36,59
2009-03-24;44,00
2009-03-25;57,11
2009-03-26;56,98
2009-03-27;42,45
2009-03-28;34,66
2009-03-29;81,28
2009-03-30;57,52
2009-03-31;49,49
