fecha;radsup
2009-03-02;8,68
2009-03-03;21,34
2009-03-04;20,48
2009-03-05;17,26
2009-03-06;23,17
2009-03-07;12,45
2009-03-08;5,68
2009-03-09;15,87
2009-03-10;21,89
2009-03-11;21,55
2009-03-12;17,69
2009-03-13;19,36
2009-03-14;2,87
2009-03-15;20,72
2009-03-16;21,72
2009-03-17;21,27
2009-03-18;18,49
2009-03-19;12,79
2009-03-20;9,98
2009-03-21;9,65
2009-03-22;9,41
2009-03-23;3,88
2009-03-24;11,97
2009-03-25;12,63
2009-03-26;16,76
2009-03-27;20,30
2009-03-28;18,48
2009-03-29;17,83
2009-03-30;19,01
2009-03-31;11,91
