fecha;tmax
2009-03-02;306,40
2009-03-03;312,60
2009-03-04;306,80
2009-03-05;304,30
2009-03-06;307,00
2009-03-07;301,30
2009-03-08;300,10
2009-03-09;298,10
2009-03-10;300,20
2009-03-11;307,70
2009-03-12;304,50
2009-03-13;305,90
2009-03-14;308,20
2009-03-15;311,40
2009-03-16;310,90
2009-03-17;304,50
2009-03-18;294,10
2009-03-19;296,30
2009-03-20;298,50
2009-03-21;300,70
2009-03-22;299,90
2009-03-23;301,40
2009-03-24;302,00
2009-03-25;302,50
2009-03-26;297,10
2009-03-27;299,50
2009-03-28;300,10
2009-03-29;302,10
2009-03-30;303,10
2009-03-31;303,30
