fecha;hrmean
2009-03-02;77,39
2009-03-03;47,91
2009-03-04;68,04
2009-03-05;69,90
2009-03-06;70,86
2009-03-07;82,69
2009-03-08;74,07
2009-03-09;61,89
2009-03-10;71,79
2009-03-11;74,33
2009-03-12;89,93
2009-03-13;76,00
2009-03-14;84,38
2009-03-15;89,02
2009-03-16;86,58
2009-03-17;96,35
2009-03-18;73,72
2009-03-19;68,09
2009-03-20;66,54
2009-03-21;73,47
2009-03-22;99,15
2009-03-23;99,79
2009-03-24;99,54
2009-03-25;91,03
2009-03-26;87,41
2009-03-27;93,03
2009-03-28;93,12
2009-03-29;84,94
2009-03-30;75,09
2009-03-31;70,16
