fecha;hrmean
2009-03-16;48,44
2009-03-17;33,58
2009-03-18;29,94
2009-03-19;31,07
2009-03-20;39,49
2009-03-21;61,23
2009-03-22;73,99
2009-03-23;75,26
2009-03-24;72,63
2009-03-25;54,25
2009-03-26;43,13
2009-03-27;41,05
2009-03-28;45,00
2009-03-29;46,65
2009-03-30;55,81
2009-03-31;52,07
2009-04-01;45,72
2009-04-02;41,44
2009-04-03;41,16
2009-04-04;51,30
2009-04-05;70,52
2009-04-06;88,39
2009-04-07;75,19
2009-04-08;66,08
2009-04-09;69,27
2009-04-10;57,68
2009-04-11;51,99
2009-04-12;46,58
2009-04-13;76,80
2009-04-14;80,18
