fecha;tmin
2009-03-16;291,60
2009-03-17;296,60
2009-03-18;297,60
2009-03-19;295,50
2009-03-20;291,60
2009-03-21;292,90
2009-03-22;292,70
2009-03-23;292,80
2009-03-24;293,90
2009-03-25;295,20
2009-03-26;296,00
2009-03-27;292,80
2009-03-28;295,60
2009-03-29;296,50
2009-03-30;295,40
2009-03-31;293,80
2009-04-01;291,80
2009-04-02;289,30
2009-04-03;290,20
2009-04-04;290,50
2009-04-05;291,50
2009-04-06;294,40
2009-04-07;293,80
2009-04-08;293,30
2009-04-09;295,50
2009-04-10;296,30
2009-04-11;296,50
2009-04-12;295,70
2009-04-13;298,20
2009-04-14;296,10
