fecha;radsup
2009-03-16;22,19
2009-03-17;5,77
2009-03-18;15,55
2009-03-19;13,35
2009-03-20;3,12
2009-03-21;10,06
2009-03-22;10,39
2009-03-23;22,04
2009-03-24;22,34
2009-03-25;21,80
2009-03-26;21,51
2009-03-27;21,61
2009-03-28;20,48
2009-03-29;17,80
2009-03-30;11,03
2009-03-31;5,02
2009-04-01;20,35
2009-04-02;20,39
2009-04-03;20,54
2009-04-04;20,33
2009-04-05;20,44
2009-04-06;19,94
2009-04-07;17,83
2009-04-08;19,42
2009-04-09;19,02
2009-04-10;15,55
2009-04-11;14,52
2009-04-12;2,98
2009-04-13;13,32
2009-04-14;13,98
