fecha;tmin
2009-03-16;292,30
2009-03-17;296,90
2009-03-18;294,00
2009-03-19;296,40
2009-03-20;295,20
2009-03-21;292,70
2009-03-22;290,70
2009-03-23;290,10
2009-03-24;290,40
2009-03-25;291,40
2009-03-26;292,70
2009-03-27;293,30
2009-03-28;294,00
2009-03-29;294,30
2009-03-30;294,70
2009-03-31;294,80
2009-04-01;293,70
2009-04-02;293,50
2009-04-03;294,70
2009-04-04;298,90
2009-04-05;297,50
2009-04-06;295,10
2009-04-07;297,80
2009-04-08;292,40
2009-04-09;285,50
2009-04-10;285,60
2009-04-11;287,60
2009-04-12;292,90
2009-04-13;294,90
2009-04-14;294,00
