fecha;tmax
2009-03-16;308,40
2009-03-17;301,20
2009-03-18;305,00
2009-03-19;301,70
2009-03-20;304,20
2009-03-21;310,40
2009-03-22;309,50
2009-03-23;310,80
2009-03-24;307,40
2009-03-25;306,00
2009-03-26;307,50
2009-03-27;308,10
2009-03-28;307,30
2009-03-29;307,40
2009-03-30;307,80
2009-03-31;297,60
2009-04-01;298,70
2009-04-02;300,70
2009-04-03;303,60
2009-04-04;304,20
2009-04-05;304,70
2009-04-06;304,50
2009-04-07;304,50
2009-04-08;307,40
2009-04-09;307,80
2009-04-10;306,40
2009-04-11;305,80
2009-04-12;306,60
2009-04-13;307,30
2009-04-14;306,90
