fecha;tmin
2003-03-31;288,00
2003-04-01;287,50
2003-04-02;287,50
2003-04-03;287,80
2003-04-04;289,10
2003-04-05;288,50
2003-04-06;287,60
2003-04-07;291,70
2003-04-08;293,60
2003-04-09;290,90
2003-04-10;287,20
2003-04-11;283,20
2003-04-12;279,90
2003-04-13;282,40
2003-04-14;285,40
2003-04-15;286,90
2003-04-16;288,30
2003-04-17;288,60
2003-04-18;288,30
2003-04-19;288,20
2003-04-20;290,60
2003-04-21;290,00
2003-04-22;289,80
2003-04-23;284,50
2003-04-24;283,10
2003-04-25;285,00
2003-04-26;286,30
2003-04-27;286,20
2003-04-28;290,80
2003-04-29;291,20
