fecha;tmax
2003-03-31;293,70
2003-04-01;293,30
2003-04-02;295,20
2003-04-03;296,90
2003-04-04;293,30
2003-04-05;293,50
2003-04-06;295,30
2003-04-07;299,10
2003-04-08;300,90
2003-04-09;301,80
2003-04-10;302,80
2003-04-11;302,80
2003-04-12;299,40
2003-04-13;297,10
2003-04-14;298,20
2003-04-15;294,80
2003-04-16;293,90
2003-04-17;294,60
2003-04-18;293,90
2003-04-19;297,60
2003-04-20;291,30
2003-04-21;291,50
2003-04-22;294,70
2003-04-23;298,60
2003-04-24;294,60
2003-04-25;294,90
2003-04-26;295,00
2003-04-27;292,00
2003-04-28;288,90
2003-04-29;289,00
