fecha;hrmean
2003-03-31;75,51
2003-04-01;82,99
2003-04-02;96,31
2003-04-03;94,28
2003-04-04;77,63
2003-04-05;77,47
2003-04-06;70,42
2003-04-07;65,88
2003-04-08;68,33
2003-04-09;65,95
2003-04-10;68,64
2003-04-11;67,71
2003-04-12;87,35
2003-04-13;77,16
2003-04-14;79,07
2003-04-15;74,90
2003-04-16;68,19
2003-04-17;65,63
2003-04-18;89,88
2003-04-19;88,01
2003-04-20;96,13
2003-04-21;94,56
2003-04-22;93,62
2003-04-23;81,63
2003-04-24;85,91
2003-04-25;86,43
2003-04-26;78,64
2003-04-27;83,12
2003-04-28;89,41
2003-04-29;76,71
