fecha;tmin
2003-03-31;286,50
2003-04-01;288,50
2003-04-02;290,80
2003-04-03;291,10
2003-04-04;287,40
2003-04-05;283,30
2003-04-06;282,40
2003-04-07;288,40
2003-04-08;290,80
2003-04-09;292,10
2003-04-10;290,30
2003-04-11;286,30
2003-04-12;284,10
2003-04-13;290,80
2003-04-14;289,60
2003-04-15;287,70
2003-04-16;281,40
2003-04-17;282,90
2003-04-18;284,30
2003-04-19;286,70
2003-04-20;285,10
2003-04-21;287,30
2003-04-22;286,50
2003-04-23;287,90
2003-04-24;288,20
2003-04-25;291,40
2003-04-26;292,30
2003-04-27;291,20
2003-04-28;289,70
2003-04-29;289,70
