fecha;tmax
2003-03-31;295,00
2003-04-01;296,80
2003-04-02;293,90
2003-04-03;290,70
2003-04-04;296,60
2003-04-05;298,10
2003-04-06;297,00
2003-04-07;299,10
2003-04-08;302,30
2003-04-09;303,00
2003-04-10;302,70
2003-04-11;302,60
2003-04-12;302,80
2003-04-13;302,90
2003-04-14;298,00
2003-04-15;300,30
2003-04-16;302,90
2003-04-17;297,70
2003-04-18;298,70
2003-04-19;295,20
2003-04-20;296,90
2003-04-21;296,90
2003-04-22;297,90
2003-04-23;299,90
2003-04-24;300,60
2003-04-25;300,80
2003-04-26;302,20
2003-04-27;303,00
2003-04-28;301,40
2003-04-29;303,40
