fecha;radsup
2003-03-31;2,41
2003-04-01;12,31
2003-04-02;19,26
2003-04-03;4,75
2003-04-04;18,83
2003-04-05;19,32
2003-04-06;18,96
2003-04-07;19,36
2003-04-08;14,41
2003-04-09;5,63
2003-04-10;15,28
2003-04-11;14,13
2003-04-12;17,35
2003-04-13;18,39
2003-04-14;18,24
2003-04-15;5,63
2003-04-16;2,73
2003-04-17;5,03
2003-04-18;12,44
2003-04-19;17,71
2003-04-20;17,93
2003-04-21;16,44
2003-04-22;16,30
2003-04-23;17,01
2003-04-24;17,54
2003-04-25;17,37
2003-04-26;17,28
2003-04-27;8,33
2003-04-28;12,40
2003-04-29;3,69
