;fecha;hr_00;hr_06;hr_12;hr_18
50;1999-02-20;56,91;62,13;63,41;61,29
51;1999-02-21;75,72;68,61;80,84;76,41
52;1999-02-22;66,55;76,12;75,91;71,55
53;1999-02-23;67,84;69,52;75,50;64,06
54;1999-02-24;63,83;74,22;77,98;71,60
55;1999-02-25;63,83;71,16;71,31;65,86
56;1999-02-26;68,00;71,15;71,09;69,01
57;1999-02-27;66,26;75,22;75,27;70,41
58;1999-02-28;71,41;77,05;77,08;75,51
59;1999-03-01;68,41;73,26;77,63;72,24
60;1999-03-02;45,95;74,33;75,20;56,54
61;1999-03-03;60,44;76,86;71,48;64,94
62;1999-03-04;71,00;80,63;75,39;70,03
63;1999-03-05;70,30;89,14;89,04;75,50
64;1999-03-06;84,84;86,42;93,51;87,31
65;1999-03-07;69,15;85,03;81,99;71,67
66;1999-03-08;84,68;94,74;89,97;85,44
67;1999-03-09;76,25;76,89;78,88;72,85
68;1999-03-10;77,33;84,41;83,95;82,54
69;1999-03-11;80,66;84,61;85,34;83,59
70;1999-03-12;75,57;82,92;83,72;81,64
71;1999-03-13;69,06;75,28;79,77;74,34
72;1999-03-14;67,64;75,39;81,70;71,83
73;1999-03-15;80,90;87,78;91,99;86,75
74;1999-03-16;85,00;95,27;96,27;94,74
75;1999-03-17;90,22;90,46;90,34;98,51
76;1999-03-18;80,99;90,53;77,09;80,82
77;1999-03-19;76,25;79,49;79,40;79,60
78;1999-03-20;85,51;83,98;85,63;83,94
79;1999-03-21;80,82;86,70;87,08;84,56
80;1999-03-22;74,15;80,61;80,78;76,48
81;1999-03-23;72,65;82,81;82,20;74,38
82;1999-03-24;78,98;91,79;91,06;89,03
83;1999-03-25;81,04;78,64;81,42;77,94
84;1999-03-26;67,13;90,53;83,17;76,50
85;1999-03-27;67,54;94,17;80,01;68,11
86;1999-03-28;89,01;92,98;90,94;91,68
87;1999-03-29;78,69;83,35;80,14;79,92
88;1999-03-30;65,61;78,95;77,43;72,74
89;1999-03-31;60,35;64,13;64,62;60,23
90;1999-04-01;74,06;73,56;79,83;76,45
91;1999-04-02;86,19;83,65;80,98;84,75
92;1999-04-03;97,48;96,76;96,16;95,75
93;1999-04-04;96,90;96,62;96,99;97,35
94;1999-04-05;79,34;82,58;83,86;85,95
95;1999-04-06;59,97;66,06;64,92;64,88
96;1999-04-07;;77,61;75,94;59,90
97;1999-04-08;59,36;73,19;67,84;61,65
98;1999-04-09;64,20;75,82;75,50;69,28
99;1999-04-10;75,23;74,07;77,67;77,34
100;1999-04-11;91,16;93,36;85,55;84,18
101;1999-04-12;84,47;85,20;85,90;86,05
102;1999-04-13;74,86;83,56;84,32;78,50
103;1999-04-14;70,20;79,24;80,53;75,56
104;1999-04-15;65,03;63,34;52,89;66,54
105;1999-04-16;59,04;65,74;61,25;57,09
106;1999-04-17;59,56;66,80;65,58;59,58
107;1999-04-18;58,35;66,60;69,15;59,63
108;1999-04-19;67,48;66,00;65,71;67,44
109;1999-04-20;57,97;71,05;69,64;62,82
110;1999-04-21;72,32;82,21;80,65;75,58
111;1999-04-22;71,41;81,95;81,82;76,21
112;1999-04-23;75,10;85,94;83,53;78,33
113;1999-04-24;85,30;82,67;81,24;77,55
114;1999-04-25;95,34;93,27;94,65;94,57
115;1999-04-26;92,20;94,66;93,87;93,96
116;1999-04-27;85,30;86,65;85,00;85,10
117;1999-04-28;87,81;89,63;91,15;88,92
118;1999-04-29;;88,52;88,19;88,05
119;1999-04-30;85,47;88,68;88,84;86,79
120;1999-05-01;90,16;89,91;92,08;91,49
121;1999-05-02;97,12;96,90;96,89;98,08
122;1999-05-03;91,87;91,48;92,20;88,91
123;1999-05-04;67,47;66,27;69,44;69,87
124;1999-05-05;62,11;69,60;68,98;62,79
125;1999-05-06;66,19;70,39;69,79;66,11
126;1999-05-07;74,45;73,04;74,05;73,63
127;1999-05-08;78,29;80,07;83,11;79,25
128;1999-05-09;75,01;78,19;77,66;75,72
129;1999-05-10;71,56;74,83;76,33;73,82
130;1999-05-11;71,20;85,78;82,39;73,48
131;1999-05-12;66,65;71,39;72,88;68,96
132;1999-05-13;66,13;70,41;72,25;65,73
133;1999-05-14;72,76;76,95;77,77;74,75
134;1999-05-15;77,49;82,54;83,01;81,20
135;1999-05-16;86,73;90,98;89,79;86,64
136;1999-05-17;84,86;90,75;86,81;85,00
137;1999-05-18;64,78;74,74;68,29;66,42
138;1999-05-19;72,91;76,58;75,09;73,37
139;1999-05-20;83,10;81,43;81,14;82,71
140;1999-05-21;80,65;81,36;82,07;81,12
141;1999-05-22;85,61;87,63;88,36;87,15
142;1999-05-23;;89,10;86,21;87,26
143;1999-05-24;85,77;;;
144;1999-05-25;77,53;81,75;81,51;80,28
145;1999-05-26;70,06;81,46;79,50;76,07
146;1999-05-27;66,39;71,27;72,17;67,21
147;1999-05-28;82,49;84,35;85,82;83,71
148;1999-05-29;87,31;81,59;83,23;87,85
149;1999-05-30;74,31;75,44;78,03;75,84
150;1999-05-31;71,48;73,81;78,35;73,89
151;1999-06-01;66,32;70,46;72,83;70,66
152;1999-06-02;67,38;74,98;76,01;69,00
153;1999-06-03;71,23;73,18;;75,30
154;1999-06-04;66,64;69,66;69,98;66,94
155;1999-06-05;71,18;75,64;73,76;69,65
156;1999-06-06;68,41;70,10;72,24;67,47
157;1999-06-07;64,22;74,91;74,49;67,18
158;1999-06-08;62,10;66,59;68,82;64,25
159;1999-06-09;71,86;75,81;71,03;71,51
160;1999-06-10;62,76;65,44;65,46;62,37
161;1999-06-11;63,26;74,44;68,90;65,60
162;1999-06-12;59,10;61,90;59,07;58,78
163;1999-06-13;62,91;68,08;66,73;62,63
164;1999-06-14;77,59;77,74;78,09;76,87
165;1999-06-15;84,00;86,77;89,43;87,45
166;1999-06-16;60,17;65,53;63,18;62,07
167;1999-06-17;68,83;67,00;71,64;69,77
168;1999-06-18;79,95;84,84;82,01;80,42
169;1999-06-19;84,79;89,19;87,67;85,65
170;1999-06-20;75,20;76,75;75,99;74,52
171;1999-06-21;68,14;74,69;72,17;69,61
172;1999-06-22;83,51;86,92;83,91;85,14
173;1999-06-23;65,30;65,78;;
174;1999-06-24;84,77;85,60;86,78;86,74
175;1999-06-25;71,62;86,08;74,55;73,26
176;1999-06-26;84,41;86,99;85,76;83,89
177;1999-06-27;91,87;91,18;92,93;91,35
178;1999-06-28;88,53;80,31;83,95;85,53
179;1999-06-29;79,04;82,65;82,50;80,76
180;1999-06-30;78,53;88,70;86,62;79,34
181;1999-07-01;80,70;82,67;79,25;83,43
182;1999-07-02;89,09;83,96;85,18;86,67
183;1999-07-03;82,69;84,40;82,08;85,62
184;1999-07-04;77,05;80,50;82,66;79,28
185;1999-07-05;65,83;72,12;71,14;68,39
186;1999-07-06;71,09;69,17;70,34;70,21
187;1999-07-07;;81,31;82,28;83,80
188;1999-07-08;;;;
189;1999-07-09;81,50;;;
190;1999-07-10;89,45;86,79;87,59;87,74
191;1999-07-11;99,08;96,66;97,98;98,49
192;1999-07-12;92,51;90,91;91,26;93,15
193;1999-07-13;88,51;83,76;87,78;90,97
194;1999-07-14;82,31;81,14;81,47;79,71
195;1999-07-15;87,85;76,84;87,96;86,53
196;1999-07-16;82,86;85,86;82,59;82,56
197;1999-07-17;78,47;75,44;75,45;77,34
198;1999-07-18;72,96;75,68;71,32;70,43
199;1999-07-19;88,62;88,68;87,00;88,28
200;1999-07-20;86,96;86,98;84,17;86,01
201;1999-07-21;84,56;79,47;84,26;80,44
202;1999-07-22;71,53;69,65;70,32;69,22
203;1999-07-23;84,37;84,23;85,86;85,35
204;1999-07-24;84,23;81,30;84,12;83,24
205;1999-07-25;89,34;84,22;85,08;88,00
206;1999-07-26;77,81;84,02;82,97;82,94
207;1999-07-27;57,13;68,79;64,77;59,68
208;1999-07-28;84,66;87,11;84,83;83,73
209;1999-07-29;67,11;69,55;73,93;69,09
210;1999-07-30;51,68;49,38;50,26;53,27
211;1999-07-31;54,06;60,90;59,50;54,63
212;1999-08-01;67,23;69,92;70,59;68,64
213;1999-08-02;74,74;78,86;79,26;77,35
214;1999-08-03;64,18;75,24;72,33;68,11
215;1999-08-04;68,46;71,86;71,78;70,42
216;1999-08-05;72,80;77,04;77,46;76,76
217;1999-08-06;80,18;75,64;85,27;80,77
218;1999-08-07;55,64;55,76;59,41;57,31
219;1999-08-08;51,38;56,71;58,00;55,47
220;1999-08-09;53,72;52,48;55,30;54,57
221;1999-08-10;62,66;65,22;66,71;63,95
222;1999-08-11;49,26;72,95;66,03;56,40
223;1999-08-12;39,03;39,79;38,11;38,78
224;1999-08-13;54,37;52,69;46,98;54,00
225;1999-08-14;64,34;61,60;63,94;62,10
226;1999-08-15;68,93;68,46;69,84;68,92
227;1999-08-16;64,31;65,63;64,58;65,37
228;1999-08-17;70,91;72,70;73,04;71,50
229;1999-08-18;75,27;78,05;80,07;78,18
230;1999-08-19;75,52;81,25;80,30;78,65
231;1999-08-20;70,95;81,35;77,95;73,54
232;1999-08-21;71,28;70,80;71,55;74,69
233;1999-08-22;54,84;58,24;57,03;53,07
234;1999-08-23;83,54;80,33;85,67;85,43
235;1999-08-24;94,62;93,80;94,09;94,33
236;1999-08-25;78,17;76,53;78,65;79,30
237;1999-08-26;69,86;71,97;76,02;73,56
238;1999-08-27;56,50;66,08;64,95;59,38
239;1999-08-28;64,01;69,71;68,98;66,09
240;1999-08-29;69,26;72,83;72,57;70,31
241;1999-08-30;94,16;94,69;94,82;93,92
242;1999-08-31;68,87;75,91;71,71;70,35
243;1999-09-01;54,26;63,23;66,83;56,27
244;1999-09-02;68,17;68,26;70,40;72,87
245;1999-09-03;62,04;67,46;70,25;66,80
246;1999-09-04;67,53;77,45;75,76;69,41
247;1999-09-05;94,17;92,41;92,03;93,12
248;1999-09-06;91,09;86,43;88,23;88,79
249;1999-09-07;;81,30;74,69;67,23
250;1999-09-08;54,72;65,13;;59,37
251;1999-09-09;47,58;52,08;50,08;45,24
252;1999-09-10;48,81;49,79;55,97;49,80
253;1999-09-11;75,95;54,95;62,00;66,87
254;1999-09-12;73,60;80,32;80,43;75,38
255;1999-09-13;68,65;76,07;75,70;73,35
256;1999-09-14;54,65;63,13;59,66;62,03
257;1999-09-15;46,36;57,83;54,84;48,91
258;1999-09-16;50,82;53,31;55,37;52,05
259;1999-09-17;63,31;69,45;69,81;65,93
260;1999-09-18;55,99;63,63;63,75;58,85
261;1999-09-19;47,37;55,12;53,75;50,01
262;1999-09-20;65,31;71,14;70,99;68,27
263;1999-09-21;62,04;72,41;72,04;66,51
264;1999-09-22;;62,53;61,33;56,46
265;1999-09-23;;;;
266;1999-09-24;71,41;;;
267;1999-09-25;93,21;96,64;96,14;92,88
268;1999-09-26;89,63;96,49;95,91;94,05
269;1999-09-27;74,78;82,05;79,03;78,20
270;1999-09-28;78,87;74,78;75,52;76,06
271;1999-09-29;55,49;56,77;56,85;57,43
272;1999-09-30;62,22;70,03;68,98;64,13
273;1999-10-01;54,42;60,78;61,98;57,86
274;1999-10-02;56,35;57,98;58,34;58,75
275;1999-10-03;56,74;59,55;60,43;58,14
276;1999-10-04;52,90;63,22;65,08;57,80
277;1999-10-05;;70,88;71,45;70,16
278;1999-10-06;78,64;;;
279;1999-10-07;80,65;82,10;79,81;79,65
280;1999-10-08;76,13;80,46;81,08;78,77
281;1999-10-09;;76,27;79,30;82,24
282;1999-10-10;72,10;;;
283;1999-10-11;;71,29;70,57;66,79
284;1999-10-12;83,95;;;
285;1999-10-13;56,19;58,27;65,36;58,55
286;1999-10-14;53,17;64,96;71,51;57,78
287;1999-10-15;61,86;79,80;68,51;67,40
288;1999-10-16;56,03;69,40;69,85;63,36
289;1999-10-17;51,75;60,89;61,20;57,60
290;1999-10-18;56,80;59,39;60,83;54,76
291;1999-10-19;46,38;55,48;55,09;49,90
292;1999-10-20;48,08;58,72;63,63;56,73
293;1999-10-21;54,13;61,23;62,02;57,72
294;1999-10-22;67,11;69,69;75,26;71,56
295;1999-10-23;64,08;66,63;69,30;66,13
296;1999-10-24;60,97;70,07;68,74;63,00
297;1999-10-25;65,31;77,33;74,82;69,85
298;1999-10-26;69,70;71,97;74,77;71,21
299;1999-10-27;73,65;86,89;86,82;77,70
300;1999-10-28;92,79;91,58;91,79;95,31
301;1999-10-29;93,31;96,97;96,70;95,79
302;1999-10-30;;92,38;90,83;90,92
303;1999-10-31;82,71;;;
304;1999-11-01;94,26;88,94;93,59;92,78
305;1999-11-02;;79,07;85,20;90,10
306;1999-11-03;74,00;;;
307;1999-11-04;67,81;77,38;78,48;75,81
308;1999-11-05;63,71;68,67;69,33;69,16
309;1999-11-06;58,09;69,30;68,59;60,72
310;1999-11-07;59,87;71,84;73,44;64,40
311;1999-11-08;63,57;67,00;71,78;64,73
312;1999-11-09;63,31;68,90;67,80;64,95
313;1999-11-10;50,96;62,37;62,30;55,99
314;1999-11-11;54,94;60,89;63,33;56,49
315;1999-11-12;63,92;70,71;69,15;67,03
316;1999-11-13;55,11;63,38;65,59;57,78
317;1999-11-14;54,12;62,44;61,93;57,09
318;1999-11-15;51,94;61,61;60,26;56,11
319;1999-11-16;53,10;69,58;65,21;58,42
320;1999-11-17;58,27;68,88;69,10;62,01
321;1999-11-18;74,44;82,04;84,02;75,63
322;1999-11-19;63,05;71,17;63,90;62,95
323;1999-11-20;52,74;63,58;64,17;59,91
324;1999-11-21;45,95;59,62;55,36;50,88
325;1999-11-22;48,74;62,02;59,77;54,11
326;1999-11-23;70,45;72,02;76,57;74,13
327;1999-11-24;77,63;80,13;79,74;78,05
328;1999-11-25;;79,51;80,17;75,04
329;1999-11-26;57,28;;;
330;1999-11-27;56,41;63,90;63,35;61,43
331;1999-11-28;40,76;55,82;52,67;45,64
332;1999-11-29;;46,37;53,89;54,30
333;1999-11-30;56,66;;;
334;1999-12-01;74,82;83,75;85,38;
335;1999-12-02;86,61;87,25;87,13;86,32
336;1999-12-03;85,15;81,67;84,81;83,80
337;1999-12-04;52,58;68,40;66,91;56,89
338;1999-12-05;42,37;55,22;51,65;57,21
339;1999-12-06;44,98;55,44;54,35;52,24
340;1999-12-07;47,75;58,13;61,79;60,61
341;1999-12-08;37,42;52,68;49,74;43,11
342;1999-12-09;41,84;51,30;51,39;47,05
343;1999-12-10;43,14;47,10;48,10;46,08
344;1999-12-11;41,72;47,12;50,80;42,74
345;1999-12-12;48,32;57,19;54,72;50,90
346;1999-12-13;65,67;73,78;72,31;62,17
347;1999-12-14;56,66;60,95;64,96;66,53
348;1999-12-15;49,78;58,60;64,37;61,87
349;1999-12-16;39,75;56,68;57,12;48,21
350;1999-12-17;40,06;49,51;50,04;42,23
351;1999-12-18;63,90;65,89;70,23;68,21
352;1999-12-19;66,40;70,75;70,72;69,53
353;1999-12-20;52,89;54,31;54,99;55,45
354;1999-12-21;45,45;59,50;56,85;54,44
355;1999-12-22;49,39;56,31;53,68;51,95
356;1999-12-23;48,61;60,73;61,65;54,04
357;1999-12-24;43,05;61,83;57,32;48,55
358;1999-12-25;42,10;57,38;55,04;50,41
359;1999-12-26;51,96;52,07;54,43;49,65
360;1999-12-27;48,35;56,39;55,86;52,68
361;1999-12-28;64,87;66,75;72,15;60,55
362;1999-12-29;68,40;94,69;90,85;85,71
363;1999-12-30;51,17;69,12;67,86;60,50
364;1999-12-31;59,31;50,44;54,98;60,24
365;2000-01-01;46,11;58,59;54,03;47,57
366;2000-01-02;;51,17;51,20;48,83
367;2000-01-03;45,28;52,02;52,91;48,23
368;2000-01-04;52,16;62,64;63,46;56,60
369;2000-01-05;43,65;53,59;56,41;47,47
370;2000-01-06;48,27;54,77;58,55;52,31
371;2000-01-07;45,79;54,69;58,95;51,39
372;2000-01-08;45,86;52,60;61,72;50,50
373;2000-01-09;40,63;51,37;59,53;50,36
374;2000-01-10;49,12;66,27;65,48;57,24
375;2000-01-11;43,59;67,59;67,63;54,35
376;2000-01-12;41,95;53,12;53,67;42,59
377;2000-01-13;38,11;59,53;55,30;61,01
378;2000-01-14;;59,18;68,59;59,81
379;2000-01-15;57,45;;;
380;2000-01-16;62,53;70,13;70,24;69,97
381;2000-01-17;50,37;59,75;55,40;53,03
382;2000-01-18;50,66;67,21;67,56;55,62
383;2000-01-19;42,37;56,06;57,73;46,24
384;2000-01-20;44,14;56,47;54,21;48,90
385;2000-01-21;60,67;78,76;74,41;72,89
386;2000-01-22;60,50;74,31;70,12;62,29
387;2000-01-23;63,15;72,04;68,48;70,64
388;2000-01-24;66,41;66,09;67,78;63,22
389;2000-01-25;55,05;64,49;66,22;58,57
390;2000-01-26;58,84;63,73;67,24;61,45
391;2000-01-27;53,64;63,61;64,35;59,05
392;2000-01-28;49,43;57,47;57,41;54,68
393;2000-01-29;46,82;59,31;57,37;52,47
394;2000-01-30;46,15;57,69;58,03;53,28
395;2000-01-31;50,56;56,34;56,51;53,80
396;2000-02-01;61,42;71,12;74,26;66,04
397;2000-02-02;68,13;70,11;75,64;66,11
398;2000-02-03;74,15;71,54;76,08;76,95
399;2000-02-04;45,61;64,73;59,57;50,97
400;2000-02-05;51,29;60,84;60,42;55,54
401;2000-02-06;48,44;63,48;57,54;50,75
402;2000-02-07;58,61;70,73;74,51;62,16
403;2000-02-08;53,15;73,80;68,68;57,76
404;2000-02-09;61,55;59,85;83,85;69,57
405;2000-02-10;56,33;68,92;66,00;59,60
406;2000-02-11;66,98;71,83;81,54;71,26
407;2000-02-12;73,08;88,26;79,59;75,49
408;2000-02-13;;79,47;78,85;73,90
409;2000-02-14;55,87;;;
410;2000-02-15;65,50;67,19;69,74;68,68
411;2000-02-16;;69,18;68,53;67,59
412;2000-02-17;63,27;;;
413;2000-02-18;62,10;67,43;70,26;67,36
414;2000-02-19;61,04;69,48;71,54;68,21
415;2000-02-20;71,90;91,67;89,78;83,36
416;2000-02-21;69,98;78,36;80,90;74,43
417;2000-02-22;;73,97;71,24;63,17
418;2000-02-23;61,14;;;
419;2000-02-24;53,53;68,95;66,35;58,35
420;2000-02-25;59,59;75,73;73,26;68,19
421;2000-02-26;59,72;77,47;76,51;68,34
422;2000-02-27;79,23;83,95;88,92;91,55
423;2000-02-28;60,83;61,47;62,37;61,99
424;2000-02-29;47,74;70,23;70,73;57,46
425;2000-03-01;54,55;59,74;60,30;58,63
426;2000-03-02;68,04;72,06;72,72;71,14
427;2000-03-03;71,77;82,06;82,01;74,39
428;2000-03-04;62,09;73,35;73,70;68,70
429;2000-03-05;67,37;74,23;77,41;70,04
430;2000-03-06;66,02;70,56;70,98;67,46
431;2000-03-07;58,54;62,22;62,35;59,01
432;2000-03-08;67,08;74,69;77,94;70,05
433;2000-03-09;68,00;73,05;73,95;69,52
434;2000-03-10;69,22;76,13;74,28;71,74
435;2000-03-11;67,74;79,17;79,13;71,92
436;2000-03-12;62,21;71,69;69,87;64,20
437;2000-03-13;61,90;66,44;68,46;65,11
438;2000-03-14;70,83;80,38;80,56;73,00
439;2000-03-15;58,77;73,63;75,74;62,31
440;2000-03-16;63,90;75,00;72,23;66,92
441;2000-03-17;59,00;69,53;71,17;65,99
442;2000-03-18;53,82;73,02;72,81;61,68
443;2000-03-19;49,35;61,21;63,98;52,94
444;2000-03-20;56,36;55,87;66,08;62,66
445;2000-03-21;75,23;78,75;75,72;76,83
446;2000-03-22;54,67;77,73;71,65;66,37
447;2000-03-23;69,77;79,24;78,45;72,40
448;2000-03-24;79,11;80,92;80,50;80,08
449;2000-03-25;56,18;73,22;71,16;61,58
450;2000-03-26;82,02;85,40;78,86;82,56
451;2000-03-27;68,00;74,41;65,97;69,56
452;2000-03-28;75,66;78,72;76,20;74,48
453;2000-03-29;59,49;72,50;72,15;63,92
454;2000-03-30;59,24;75,86;69,54;65,33
455;2000-03-31;61,04;72,78;69,87;66,49
456;2000-04-01;68,98;79,24;80,78;73,12
457;2000-04-02;61,41;77,12;75,47;65,93
458;2000-04-03;62,61;72,63;70,93;65,65
459;2000-04-04;82,43;92,60;90,90;82,18
460;2000-04-05;89,39;87,66;86,68;88,43
461;2000-04-06;79,75;83,38;86,35;80,56
462;2000-04-07;79,86;80,54;80,47;80,89
463;2000-04-08;86,66;89,59;87,43;85,19
464;2000-04-09;95,98;95,86;95,98;96,55
465;2000-04-10;93,11;86,03;84,14;90,10
466;2000-04-11;81,69;81,62;83,83;82,76
467;2000-04-12;70,43;76,98;79,10;74,11
468;2000-04-13;78,46;83,15;84,70;82,07
469;2000-04-14;81,16;84,89;85,08;83,00
470;2000-04-15;73,99;81,71;78,96;75,04
471;2000-04-16;79,51;82,60;86,93;83,25
472;2000-04-17;84,44;76,36;79,14;84,39
473;2000-04-18;81,55;81,31;81,73;82,84
474;2000-04-19;83,42;87,21;85,79;84,47
475;2000-04-20;82,27;82,86;82,70;81,82
476;2000-04-21;77,29;84,31;83,00;77,99
477;2000-04-22;86,13;87,95;89,12;86,62
478;2000-04-23;79,71;87,03;87,00;84,47
479;2000-04-24;80,58;86,41;84,15;84,37
480;2000-04-25;77,68;83,03;81,21;79,05
481;2000-04-26;70,21;69,31;70,11;70,82
482;2000-04-27;96,07;92,62;94,78;93,87
483;2000-04-28;89,70;90,78;92,12;92,04
484;2000-04-29;93,38;90,64;91,97;91,10
485;2000-04-30;88,90;90,06;91,34;92,66
486;2000-05-01;90,85;93,86;91,44;90,50
487;2000-05-02;80,13;74,45;75,51;78,54
488;2000-05-03;74,11;73,53;79,48;70,04
489;2000-05-04;86,32;81,08;82,40;84,93
490;2000-05-05;92,31;84,00;87,86;92,23
491;2000-05-06;79,57;83,15;81,42;81,45
492;2000-05-07;86,55;89,19;88,49;86,09
493;2000-05-08;89,35;92,14;88,37;89,37
494;2000-05-09;87,54;86,59;87,95;87,04
495;2000-05-10;84,10;81,83;87,98;86,33
496;2000-05-11;89,39;89,51;91,28;91,26
497;2000-05-12;85,93;87,07;89,20;89,29
498;2000-05-13;90,11;91,13;91,24;92,66
499;2000-05-14;97,37;94,52;96,63;96,53
500;2000-05-15;97,88;97,92;97,56;97,56
501;2000-05-16;93,43;94,44;94,63;94,70
502;2000-05-17;90,10;87,12;88,48;89,68
503;2000-05-18;87,93;87,18;85,69;86,96
504;2000-05-19;92,32;93,93;92,50;93,45
505;2000-05-20;90,41;93,00;92,35;90,49
506;2000-05-21;90,72;90,35;91,41;91,83
507;2000-05-22;88,33;89,07;88,20;87,88
508;2000-05-23;91,60;89,06;91,77;91,15
509;2000-05-24;94,22;92,23;92,93;94,56
510;2000-05-25;82,97;91,99;86,88;83,73
511;2000-05-26;71,78;75,76;73,14;72,07
512;2000-05-27;74,22;80,33;77,53;76,12
513;2000-05-28;85,02;86,18;87,40;86,88
514;2000-05-29;86,68;88,91;91,40;88,46
515;2000-05-30;83,84;82,10;83,94;83,29
516;2000-05-31;86,69;89,22;89,89;87,92
517;2000-06-01;82,08;89,34;86,22;86,09
518;2000-06-02;85,94;88,69;87,81;87,02
519;2000-06-03;86,05;86,76;87,20;86,83
520;2000-06-04;90,40;90,14;90,66;90,94
521;2000-06-05;92,22;86,53;89,74;91,17
522;2000-06-06;65,26;66,57;67,57;69,11
523;2000-06-07;77,82;80,74;74,86;77,00
524;2000-06-08;91,53;88,46;90,89;91,25
525;2000-06-09;91,61;90,05;91,09;91,26
526;2000-06-10;92,72;90,52;90,84;92,57
527;2000-06-11;90,29;93,02;93,87;91,73
528;2000-06-12;92,48;91,67;92,66;92,25
529;2000-06-13;95,33;92,86;93,08;95,84
530;2000-06-14;96,69;92,88;94,58;95,33
531;2000-06-15;85,69;82,92;84,16;85,58
532;2000-06-16;75,42;81,58;75,89;72,17
533;2000-06-17;76,27;79,48;78,31;76,24
534;2000-06-18;82,33;84,01;82,14;82,36
535;2000-06-19;80,47;78,54;79,34;79,66
536;2000-06-20;79,41;81,15;80,09;77,96
537;2000-06-21;82,13;83,95;83,66;82,05
538;2000-06-22;90,90;90,36;91,13;89,97
539;2000-06-23;94,81;93,52;95,35;94,96
540;2000-06-24;94,71;93,51;94,74;94,65
541;2000-06-25;75,05;71,91;72,82;75,08
542;2000-06-26;76,44;77,88;75,45;73,24
543;2000-06-27;89,45;89,47;87,83;87,32
544;2000-06-28;84,15;85,44;85,03;82,86
545;2000-06-29;67,91;76,85;72,69;73,43
546;2000-06-30;77,59;72,60;;78,74
547;2000-07-01;80,15;79,10;82,57;81,70
548;2000-07-02;64,53;76,23;71,53;63,39
549;2000-07-03;56,93;72,09;64,05;57,96
550;2000-07-04;62,34;64,07;61,67;61,80
551;2000-07-05;;80,01;81,15;80,71
552;2000-07-06;94,95;;;
553;2000-07-07;;90,71;88,41;90,31
554;2000-07-08;88,88;87,11;86,54;86,97
555;2000-07-09;88,15;87,01;83,05;83,19
556;2000-07-10;89,84;84,90;88,72;90,11
557;2000-07-11;78,14;80,25;78,17;80,67
558;2000-07-12;78,29;72,07;77,00;79,10
559;2000-07-13;80,52;81,65;80,56;79,57
560;2000-07-14;72,63;75,09;73,92;72,43
561;2000-07-15;74,34;72,97;73,28;73,93
562;2000-07-16;77,36;72,59;75,17;76,00
563;2000-07-17;76,41;76,12;78,69;76,38
564;2000-07-18;65,18;70,35;66,64;66,65
565;2000-07-19;69,33;64,20;67,23;66,79
566;2000-07-20;66,55;68,34;70,68;67,29
567;2000-07-21;83,08;89,02;86,63;82,15
568;2000-07-22;74,00;68,96;71,89;74,60
569;2000-07-23;69,58;68,22;68,09;70,14
570;2000-07-24;65,50;64,62;69,93;66,87
571;2000-07-25;69,34;71,59;70,51;70,71
572;2000-07-26;72,66;79,55;76,33;72,83
573;2000-07-27;84,55;86,02;85,64;85,19
574;2000-07-28;83,42;88,92;88,18;84,42
575;2000-07-29;82,97;87,14;86,82;85,56
576;2000-07-30;85,90;86,08;85,52;84,38
577;2000-07-31;84,26;81,30;83,20;83,85
578;2000-08-01;86,40;84,65;85,85;85,92
579;2000-08-02;53,27;62,44;56,27;54,70
580;2000-08-03;54,82;63,02;58,19;54,19
581;2000-08-04;67,21;67,49;67,77;67,09
582;2000-08-05;78,10;81,82;83,24;83,07
583;2000-08-06;86,70;87,39;87,74;86,76
584;2000-08-07;83,35;83,21;84,66;85,28
585;2000-08-08;47,11;57,90;48,87;49,22
586;2000-08-09;63,21;66,80;67,32;65,78
587;2000-08-10;61,45;66,43;65,45;65,05
588;2000-08-11;73,20;74,70;75,21;74,88
589;2000-08-12;78,89;83,10;82,14;80,21
590;2000-08-13;78,91;80,46;80,44;79,53
591;2000-08-14;81,86;83,80;81,31;81,10
592;2000-08-15;69,98;69,19;71,36;71,61
593;2000-08-16;66,50;73,23;71,28;67,58
594;2000-08-17;69,89;71,64;73,83;72,10
595;2000-08-18;72,16;75,29;73,51;72,41
596;2000-08-19;79,26;81,54;81,07;79,61
597;2000-08-20;91,28;86,99;86,01;85,88
598;2000-08-21;97,30;95,35;96,68;96,96
599;2000-08-22;93,92;94,68;95,45;95,79
600;2000-08-23;94,21;93,43;92,81;93,50
601;2000-08-24;94,89;94,71;92,84;94,23
602;2000-08-25;82,73;85,71;84,34;85,14
603;2000-08-26;69,18;72,46;75,20;71,66
604;2000-08-27;80,30;71,97;79,08;75,32
605;2000-08-28;54,78;56,58;54,86;55,82
606;2000-08-29;51,19;59,77;56,18;57,99
607;2000-08-30;64,49;67,26;66,68;64,12
608;2000-08-31;76,20;72,70;78,69;78,19
609;2000-09-01;61,29;67,92;69,22;62,62
610;2000-09-02;68,92;73,40;74,34;71,04
611;2000-09-03;67,11;76,61;76,51;71,14
612;2000-09-04;72,53;75,83;76,03;74,59
613;2000-09-05;67,96;78,90;73,34;71,84
614;2000-09-06;72,88;81,40;78,78;75,50
615;2000-09-07;76,35;79,62;81,18;70,79
616;2000-09-08;89,52;89,32;91,71;89,47
617;2000-09-09;97,73;97,03;97,04;96,81
