;fecha;prate_00;prate_06;prate_12;prate_18
124;1999-05-05;0,00;0,00;0,00;0,00
125;1999-05-06;0,00;0,00;0,00;0,00
126;1999-05-07;0,15;0,60;0,00;0,04
127;1999-05-08;0,00;0,00;0,00;0,00
128;1999-05-09;0,00;0,00;0,00;0,00
129;1999-05-10;0,00;0,00;0,00;0,00
130;1999-05-11;0,00;0,00;0,00;0,00
131;1999-05-12;0,00;0,00;0,28;0,00
132;1999-05-13;0,00;0,00;0,00;0,00
133;1999-05-14;0,00;0,00;0,00;0,00
134;1999-05-15;0,00;0,00;0,00;0,00
135;1999-05-16;0,00;0,00;0,00;0,00
136;1999-05-17;0,04;0,11;0,13;0,09
137;1999-05-18;6,72;1,40;2,96;3,18
138;1999-05-19;0,11;0,02;0,13;0,02
139;1999-05-20;0,00;0,00;0,00;0,00
140;1999-05-21;0,00;0,00;0,00;0,00
141;1999-05-22;0,00;0,00;0,00;0,00
142;1999-05-23;0,69;0,67;0,52;0,58
143;1999-05-24;0,35;0,06;2,46;2,03
144;1999-05-25;0,17;0,22;0,11;0,09
145;1999-05-26;0,00;0,02;0,00;0,00
146;1999-05-27;0,15;0,02;0,09;0,15
147;1999-05-28;0,00;0,00;0,00;0,00
148;1999-05-29;7,00;1,84;4,28;6,18
149;1999-05-30;1,21;0,99;0,52;1,94
150;1999-05-31;0,00;0,00;0,00;0,00
151;1999-06-01;0,00;0,00;0,00;0,00
152;1999-06-02;0,00;0,00;0,00;0,00
153;1999-06-03;0,00;0,13;0,17;0,06
154;1999-06-04;0,00;0,00;0,00;0,00
155;1999-06-05;0,00;0,00;0,00;0,00
156;1999-06-06;0,00;0,00;0,00;0,00
157;1999-06-07;0,00;0,00;0,00;0,00
158;1999-06-08;0,00;0,00;0,00;0,00
159;1999-06-09;0,02;0,00;0,13;0,02
160;1999-06-10;0,06;0,04;0,17;0,15
161;1999-06-11;0,00;0,00;0,00;0,00
162;1999-06-12;0,00;0,00;0,00;0,00
163;1999-06-13;0,00;0,00;0,00;0,00
164;1999-06-14;0,00;0,00;0,00;0,00
165;1999-06-15;0,02;0,11;0,00;0,00
166;1999-06-16;0,91;0,99;0,71;1,47
167;1999-06-17;0,09;0,04;0,15;0,17
168;1999-06-18;0,02;0,58;0,00;0,00
169;1999-06-19;0,11;0,15;0,09;0,15
170;1999-06-20;0,00;0,00;0,09;0,04
171;1999-06-21;0,00;0,00;0,00;0,00
172;1999-06-22;0,00;0,00;0,00;0,00
173;1999-06-23;1,45;2,70;0,67;0,97
174;1999-06-24;0,00;0,15;0,00;0,00
175;1999-06-25;0,76;0,71;1,47;0,97
176;1999-06-26;0,00;0,00;0,02;0,00
177;1999-06-27;3,11;5,01;0,82;0,45
178;1999-06-28;4,19;3,15;1,32;1,06
179;1999-06-29;21,99;34,32;9,03;10,13
180;1999-06-30;0,04;0,02;0,02;0,00
181;1999-07-01;0,22;0,28;0,50;0,48
182;1999-07-02;0,11;0,22;0,02;0,11
183;1999-07-03;1,56;1,88;0,54;0,37
184;1999-07-04;0,00;0,04;0,00;0,06
185;1999-07-05;0,00;0,00;0,00;0,00
186;1999-07-06;0,00;0,00;0,00;0,00
187;1999-07-07;0,00;0,00;0,00;0,00
188;1999-07-08;;;0,00;0,00
189;1999-07-09;0,00;0,00;;
190;1999-07-10;0,13;0,15;0,09;0,11
191;1999-07-11;0,43;1,45;0,32;0,26
192;1999-07-12;13,35;23,59;3,18;5,98
193;1999-07-13;14,69;13,44;6,11;16,96
194;1999-07-14;6,54;4,26;2,98;9,96
195;1999-07-15;0,91;1,14;1,58;1,06
196;1999-07-16;2,31;1,27;1,68;0,39
197;1999-07-17;0,00;0,00;0,00;0,00
198;1999-07-18;0,00;0,00;0,00;0,00
199;1999-07-19;0,00;0,00;0,00;0,00
200;1999-07-20;0,00;0,06;0,00;0,04
201;1999-07-21;0,91;1,23;0,19;0,17
202;1999-07-22;0,00;0,00;0,04;0,04
203;1999-07-23;0,00;0,00;0,00;0,00
204;1999-07-24;0,00;0,02;0,02;0,02
205;1999-07-25;0,00;0,00;0,00;0,00
206;1999-07-26;0,04;0,09;0,17;0,06
207;1999-07-27;0,04;0,17;0,11;0,04
208;1999-07-28;0,00;0,00;0,00;0,00
209;1999-07-29;3,26;3,74;2,92;3,07
210;1999-07-30;4,95;4,62;2,18;1,84
211;1999-07-31;0,00;0,00;0,00;0,00
212;1999-08-01;0,00;0,00;0,00;0,00
213;1999-08-02;0,00;0,00;0,00;0,00
214;1999-08-03;0,00;0,00;0,00;0,00
215;1999-08-04;0,00;0,00;0,02;0,02
216;1999-08-05;0,43;0,06;0,00;0,15
217;1999-08-06;3,59;4,19;4,26;6,42
218;1999-08-07;15,85;19,96;17,60;15,90
219;1999-08-08;0,00;0,00;0,00;0,00
220;1999-08-09;0,00;0,00;0,02;0,00
221;1999-08-10;0,00;0,00;0,00;0,00
222;1999-08-11;0,00;0,00;0,00;0,00
223;1999-08-12;0,00;0,00;0,00;0,00
224;1999-08-13;0,00;0,00;0,00;0,00
225;1999-08-14;0,00;0,00;0,00;0,00
226;1999-08-15;0,04;0,00;0,00;0,00
227;1999-08-16;0,00;0,00;0,00;0,00
228;1999-08-17;0,00;0,00;0,00;0,00
229;1999-08-18;0,00;0,00;0,00;0,00
230;1999-08-19;0,00;0,00;0,00;0,00
231;1999-08-20;0,00;0,00;0,00;0,00
232;1999-08-21;0,00;0,11;1,34;0,09
233;1999-08-22;3,28;1,40;0,19;0,28
234;1999-08-23;0,00;0,02;0,00;0,00
235;1999-08-24;9,40;11,30;11,08;10,02
236;1999-08-25;14,32;17,63;9,96;12,03
237;1999-08-26;0,24;0,13;0,13;0,24
238;1999-08-27;0,00;0,00;0,00;0,00
239;1999-08-28;0,00;0,00;0,00;0,00
240;1999-08-29;0,00;0,00;0,00;0,00
241;1999-08-30;0,00;0,00;0,00;0,00
242;1999-08-31;8,92;12,31;12,40;8,08
243;1999-09-01;0,00;0,00;0,00;0,00
244;1999-09-02;0,00;0,00;0,00;0,00
245;1999-09-03;0,00;0,00;0,00;0,00
246;1999-09-04;0,00;0,00;0,00;0,00
247;1999-09-05;13,18;9,40;2,51;9,40
248;1999-09-06;3,80;8,73;2,79;3,22
249;1999-09-07;2,35;0,17;0,06;0,04
250;1999-09-08;3,65;5,53;7,21;0,82
251;1999-09-09;0,60;0,28;1,90;0,15
252;1999-09-10;0,00;0,00;0,00;0,00
253;1999-09-11;0,00;0,00;0,00;0,00
254;1999-09-12;9,33;8,10;0,89;2,53
255;1999-09-13;0,00;0,00;0,02;0,00
256;1999-09-14;9,35;7,71;12,29;12,51
257;1999-09-15;0,00;0,00;0,00;0,00
258;1999-09-16;0,00;0,00;0,00;0,00
259;1999-09-17;0,00;0,00;0,00;0,00
260;1999-09-18;0,00;0,00;0,00;0,00
261;1999-09-19;0,00;0,00;0,00;0,00
262;1999-09-20;0,00;0,00;0,00;0,00
263;1999-09-21;0,00;0,00;0,00;0,00
264;1999-09-22;0,00;0,00;0,00;0,00
265;1999-09-23;;;0,00;0,00
266;1999-09-24;;;;
267;1999-09-25;7,26;10,78;;
268;1999-09-26;29,79;38,23;32,59;27,78
269;1999-09-27;0,69;0,54;1,68;1,84
270;1999-09-28;0,37;0,45;0,24;0,93
271;1999-09-29;3,11;1,51;2,16;3,72
272;1999-09-30;0,00;0,00;0,00;0,00
273;1999-10-01;0,00;0,00;0,00;0,00
274;1999-10-02;0,26;0,06;0,00;0,28
275;1999-10-03;0,00;0,00;0,00;0,00
276;1999-10-04;0,00;0,00;0,00;0,00
277;1999-10-05;0,00;0,00;0,00;0,00
278;1999-10-06;;;0,00;0,00
279;1999-10-07;0,09;1,10;;
280;1999-10-08;0,13;0,11;0,13;0,09
281;1999-10-09;0,02;0,13;0,02;0,04
282;1999-10-10;;;0,06;0,09
283;1999-10-11;0,17;0,00;;
284;1999-10-12;0,00;0,00;0,00;0,00
285;1999-10-13;1,99;2,51;2,98;2,12
286;1999-10-14;0,00;0,00;0,00;0,00
287;1999-10-15;0,80;0,48;2,44;3,05
288;1999-10-16;0,00;0,00;0,00;0,00
289;1999-10-17;0,00;0,00;0,00;0,00
290;1999-10-18;0,00;0,00;0,00;0,00
291;1999-10-19;0,00;0,00;0,00;0,00
292;1999-10-20;0,00;0,00;0,00;0,00
293;1999-10-21;1,56;0,09;1,94;0,28
294;1999-10-22;0,00;0,00;0,00;0,00
295;1999-10-23;0,00;0,00;0,00;0,00
296;1999-10-24;0,00;0,00;0,00;0,00
297;1999-10-25;0,00;0,00;0,00;0,00
298;1999-10-26;0,00;0,00;0,06;0,00
299;1999-10-27;0,02;0,26;0,00;0,06
300;1999-10-28;6,96;6,09;3,95;9,33
301;1999-10-29;6,80;42,14;4,88;11,19
302;1999-10-30;37,41;50,67;36,98;37,24
303;1999-10-31;;;1,04;1,25
304;1999-11-01;14,06;27,91;;
305;1999-11-02;42,29;36,53;31,71;29,35
306;1999-11-03;6,18;4,71;2,40;7,11
307;1999-11-04;0,32;1,12;0,02;0,04
308;1999-11-05;0,00;0,00;0,00;0,00
309;1999-11-06;0,00;0,00;0,00;0,00
310;1999-11-07;9,72;9,07;6,52;7,13
311;1999-11-08;0,00;0,00;1,58;0,00
312;1999-11-09;0,24;0,13;0,97;0,26
313;1999-11-10;0,00;0,00;0,00;0,00
314;1999-11-11;0,00;0,00;0,00;0,00
315;1999-11-12;0,00;0,00;0,00;0,00
316;1999-11-13;0,00;0,22;0,09;0,00
317;1999-11-14;0,00;0,00;0,19;0,00
318;1999-11-15;0,00;0,00;0,00;0,00
319;1999-11-16;0,00;0,00;0,00;0,00
320;1999-11-17;0,00;0,00;0,19;0,19
321;1999-11-18;2,55;1,27;24,13;0,00
322;1999-11-19;11,12;13,93;10,02;12,33
323;1999-11-20;0,00;0,00;0,00;0,00
324;1999-11-21;0,00;0,00;0,00;0,00
325;1999-11-22;0,00;0,00;0,00;0,00
326;1999-11-23;0,00;0,00;0,00;0,00
327;1999-11-24;0,00;0,00;0,04;0,04
328;1999-11-25;1,62;0,13;0,19;0,02
329;1999-11-26;;;1,34;0,11
330;1999-11-27;0,00;0,00;;
331;1999-11-28;0,00;0,00;0,00;0,00
332;1999-11-29;0,00;0,00;0,00;0,00
333;1999-11-30;;;0,00;0,00
334;1999-12-01;0,00;0,22;;
335;1999-12-02;27,71;50,18;25,92;32,62
336;1999-12-03;0,99;1,19;1,53;0,60
337;1999-12-04;0,37;0,41;0,60;0,60
338;1999-12-05;0,04;0,15;2,01;0,02
339;1999-12-06;0,00;0,00;0,06;0,43
340;1999-12-07;0,00;0,00;0,00;0,00
341;1999-12-08;0,00;0,00;0,00;0,00
342;1999-12-09;0,00;0,00;0,00;0,00
343;1999-12-10;0,00;0,00;0,00;0,00
344;1999-12-11;0,00;0,00;0,00;0,00
345;1999-12-12;0,00;0,00;0,00;0,00
346;1999-12-13;0,30;0,00;0,48;0,00
347;1999-12-14;0,09;0,30;5,51;1,51
348;1999-12-15;0,00;0,00;0,00;0,00
349;1999-12-16;0,00;0,00;0,00;0,00
350;1999-12-17;0,00;0,00;0,00;0,00
351;1999-12-18;0,00;0,00;0,00;0,00
352;1999-12-19;5,44;4,54;3,82;5,14
353;1999-12-20;0,00;0,00;0,00;0,00
354;1999-12-21;0,00;0,00;0,02;0,00
355;1999-12-22;0,00;0,35;0,04;0,00
356;1999-12-23;0,00;0,00;0,00;0,00
357;1999-12-24;0,00;0,00;0,00;0,00
358;1999-12-25;0,00;0,00;0,00;0,00
359;1999-12-26;0,00;0,00;0,00;0,00
360;1999-12-27;0,00;0,00;0,00;0,00
361;1999-12-28;0,04;0,09;0,04;0,00
362;1999-12-29;24,41;20,71;11,99;4,64
363;1999-12-30;3,82;0,00;8,12;10,82
364;1999-12-31;0,00;0,00;0,00;0,00
365;2000-01-01;0,00;0,00;0,00;0,00
366;2000-01-02;0,00;0,00;0,00;0,00
367;2000-01-03;0,00;0,00;0,00;0,00
368;2000-01-04;0,00;0,00;0,00;0,00
369;2000-01-05;0,00;0,00;0,00;0,00
370;2000-01-06;0,00;0,00;0,00;0,00
371;2000-01-07;0,00;0,00;0,00;0,00
372;2000-01-08;0,00;0,00;0,00;0,00
373;2000-01-09;0,00;0,00;1,40;0,00
374;2000-01-10;0,41;0,11;0,00;0,00
375;2000-01-11;0,00;0,00;0,02;0,00
376;2000-01-12;0,00;0,00;0,00;0,00
377;2000-01-13;0,00;0,00;0,00;0,00
378;2000-01-14;0,00;0,00;0,13;0,00
379;2000-01-15;0,00;0,00;0,00;0,04
380;2000-01-16;0,00;0,00;0,02;0,39
381;2000-01-17;6,50;0,60;4,19;7,24
382;2000-01-18;0,00;0,00;0,00;0,00
383;2000-01-19;0,00;0,00;0,00;0,00
384;2000-01-20;0,00;0,00;0,00;0,00
385;2000-01-21;0,02;1,88;2,22;0,58
386;2000-01-22;1,43;3,07;14,06;5,40
387;2000-01-23;0,00;0,00;0,00;0,02
388;2000-01-24;0,00;0,00;0,37;2,96
389;2000-01-25;0,00;0,50;0,00;0,00
390;2000-01-26;0,00;0,00;0,00;0,00
391;2000-01-27;0,00;0,00;0,00;0,00
392;2000-01-28;0,00;0,00;0,00;0,00
393;2000-01-29;0,00;0,00;0,00;0,00
394;2000-01-30;0,00;0,00;0,00;0,00
395;2000-01-31;0,00;0,00;0,00;0,00
396;2000-02-01;0,00;0,00;0,00;0,00
397;2000-02-02;0,00;0,00;0,00;0,00
398;2000-02-03;0,56;2,94;3,80;0,00
399;2000-02-04;0,00;0,00;0,00;0,00
400;2000-02-05;0,00;0,00;0,00;0,00
401;2000-02-06;0,00;0,00;0,00;0,00
402;2000-02-07;0,00;0,00;0,00;0,00
403;2000-02-08;0,09;0,45;2,07;0,00
404;2000-02-09;0,52;0,00;3,54;0,63
405;2000-02-10;1,51;1,45;7,41;3,35
406;2000-02-11;0,02;0,17;0,24;0,37
407;2000-02-12;7,62;9,96;12,98;7,11
408;2000-02-13;9,68;10,74;7,95;5,96
409;2000-02-14;;;0,00;0,02
410;2000-02-15;0,00;0,00;;
411;2000-02-16;0,00;0,00;0,00;0,00
412;2000-02-17;0,00;0,00;0,00;0,00
413;2000-02-18;0,00;0,00;0,00;0,00
414;2000-02-19;0,00;0,00;0,00;0,00
415;2000-02-20;0,00;0,58;0,82;1,43
416;2000-02-21;0,06;0,02;3,22;1,53
417;2000-02-22;0,00;0,00;0,09;0,00
418;2000-02-23;0,00;0,00;0,00;0,00
419;2000-02-24;0,00;0,00;0,00;0,00
420;2000-02-25;0,00;0,00;0,00;0,00
421;2000-02-26;0,00;0,00;0,06;0,00
422;2000-02-27;0,04;0,26;3,54;1,84
423;2000-02-28;11,34;7,41;12,81;17,43
424;2000-02-29;0,00;0,00;0,00;0,00
425;2000-03-01;0,00;0,00;0,00;0,00
426;2000-03-02;0,00;0,00;0,00;0,00
427;2000-03-03;0,00;0,00;0,15;1,64
428;2000-03-04;0,00;0,00;0,00;0,00
429;2000-03-05;0,00;0,00;0,00;0,00
430;2000-03-06;0,00;0,00;0,00;0,00
431;2000-03-07;0,00;0,00;0,00;0,00
432;2000-03-08;0,00;0,00;0,00;0,00
433;2000-03-09;0,00;0,00;0,00;0,00
434;2000-03-10;0,13;0,28;0,00;0,00
435;2000-03-11;0,00;0,00;0,02;0,00
436;2000-03-12;0,00;0,00;0,54;0,00
437;2000-03-13;0,00;0,00;0,00;0,00
438;2000-03-14;0,24;0,06;0,50;0,54
439;2000-03-15;0,00;0,00;4,00;0,00
440;2000-03-16;0,00;0,00;0,00;0,00
441;2000-03-17;0,32;0,35;2,68;0,45
442;2000-03-18;0,00;0,00;0,00;0,00
443;2000-03-19;0,00;0,00;0,00;0,00
444;2000-03-20;0,56;0,00;0,28;1,62
445;2000-03-21;3,00;2,16;1,53;2,74
446;2000-03-22;0,00;0,00;0,00;0,00
447;2000-03-23;0,00;0,00;0,00;0,00
448;2000-03-24;17,69;15,66;3,46;16,52
449;2000-03-25;0,00;0,00;0,00;0,00
450;2000-03-26;0,65;1,97;0,00;0,60
451;2000-03-27;13,95;10,82;9,24;6,48
452;2000-03-28;0,11;0,26;0,04;0,04
453;2000-03-29;0,00;0,00;0,00;0,00
454;2000-03-30;0,00;0,00;0,00;0,00
455;2000-03-31;0,00;0,00;0,00;0,00
456;2000-04-01;0,00;0,00;0,00;0,00
457;2000-04-02;0,00;0,00;0,04;0,00
458;2000-04-03;0,00;0,00;0,00;0,00
459;2000-04-04;1,97;4,62;0,02;1,32
460;2000-04-05;0,41;0,52;0,52;0,11
461;2000-04-06;0,06;0,02;0,17;0,13
462;2000-04-07;0,00;0,00;0,06;0,00
463;2000-04-08;0,06;0,43;0,02;0,00
464;2000-04-09;0,04;0,13;0,02;0,00
465;2000-04-10;7,69;10,50;10,54;12,05
466;2000-04-11;16,35;10,02;5,66;12,74
467;2000-04-12;0,00;0,00;0,00;0,00
468;2000-04-13;0,00;0,00;0,00;0,00
469;2000-04-14;0,00;0,00;0,00;0,00
470;2000-04-15;0,00;0,00;0,00;0,06
471;2000-04-16;0,00;0,06;0,00;0,02
472;2000-04-17;4,82;0,65;1,66;9,78
473;2000-04-18;0,65;0,60;0,37;2,76
474;2000-04-19;0,04;0,11;0,15;0,13
475;2000-04-20;0,00;0,00;0,09;0,02
476;2000-04-21;0,00;0,00;0,00;0,00
477;2000-04-22;0,00;0,00;0,00;0,00
478;2000-04-23;0,00;0,00;0,19;0,04
479;2000-04-24;0,00;0,02;0,06;0,04
480;2000-04-25;0,00;0,00;0,35;0,09
481;2000-04-26;2,10;0,41;0,00;1,38
482;2000-04-27;16,55;10,20;0,41;3,54
483;2000-04-28;12,81;14,39;6,52;7,73
484;2000-04-29;0,17;0,22;0,28;0,41
485;2000-04-30;3,91;6,11;1,14;1,47
486;2000-05-01;6,85;1,90;4,10;2,83
487;2000-05-02;4,67;0,80;2,70;2,12
488;2000-05-03;0,00;0,00;0,00;0,00
489;2000-05-04;1,79;3,33;2,35;0,65
490;2000-05-05;3,63;7,75;1,88;5,44
491;2000-05-06;6,65;5,05;0,65;6,89
492;2000-05-07;0,00;0,00;0,00;0,00
493;2000-05-08;0,13;0,04;0,39;0,00
494;2000-05-09;0,09;0,15;0,06;0,09
495;2000-05-10;0,02;0,04;0,32;0,09
496;2000-05-11;0,22;0,35;0,15;0,02
497;2000-05-12;0,37;0,22;2,05;3,76
498;2000-05-13;0,00;0,00;0,09;0,02
499;2000-05-14;3,61;2,55;0,19;0,67
500;2000-05-15;35,62;22,05;10,63;14,02
501;2000-05-16;46,03;36,42;28,90;51,86
502;2000-05-17;41,75;52,55;43,72;42,25
503;2000-05-18;1,71;1,79;0,93;1,79
504;2000-05-19;0,17;0,15;0,02;0,04
505;2000-05-20;0,02;0,06;0,17;0,13
506;2000-05-21;0,24;0,11;0,58;0,37
507;2000-05-22;0,50;0,39;0,32;0,43
508;2000-05-23;0,06;0,26;0,17;0,11
509;2000-05-24;1,08;1,06;0,86;0,93
510;2000-05-25;4,82;5,21;2,46;4,56
511;2000-05-26;0,63;0,26;0,11;0,11
512;2000-05-27;0,00;0,00;0,00;0,00
513;2000-05-28;0,00;0,00;0,00;0,00
514;2000-05-29;0,22;0,28;0,04;0,13
515;2000-05-30;1,73;1,60;3,82;1,62
516;2000-05-31;0,17;0,11;0,02;0,32
517;2000-06-01;1,81;2,66;2,35;3,07
518;2000-06-02;0,00;0,00;0,09;0,04
519;2000-06-03;0,00;0,00;0,09;0,02
520;2000-06-04;0,32;0,19;0,17;0,24
521;2000-06-05;0,71;0,95;1,30;0,89
522;2000-06-06;2,51;3,74;0,22;0,67
523;2000-06-07;0,00;0,00;0,00;0,00
524;2000-06-08;0,00;0,00;0,00;0,00
525;2000-06-09;0,02;0,02;0,04;0,02
526;2000-06-10;0,17;0,15;0,17;0,17
527;2000-06-11;3,11;5,98;0,76;1,79
528;2000-06-12;0,04;0,02;0,02;0,00
529;2000-06-13;0,97;1,38;0,76;0,84
530;2000-06-14;1,77;2,31;0,76;1,68
531;2000-06-15;7,08;7,08;2,55;3,07
532;2000-06-16;13,89;9,83;2,29;9,70
533;2000-06-17;0,00;0,00;0,00;0,00
534;2000-06-18;0,00;0,00;0,00;0,00
535;2000-06-19;0,13;0,11;0,00;0,02
536;2000-06-20;0,00;0,00;0,00;0,00
537;2000-06-21;0,00;0,00;0,00;0,00
538;2000-06-22;0,00;0,00;0,00;0,00
539;2000-06-23;0,09;0,30;0,17;0,26
540;2000-06-24;1,71;1,97;1,51;1,38
541;2000-06-25;1,66;2,42;0,91;1,19
542;2000-06-26;0,28;0,43;0,00;0,00
543;2000-06-27;0,00;0,00;0,00;0,00
544;2000-06-28;0,24;0,50;0,26;0,28
545;2000-06-29;0,00;0,00;0,00;0,00
546;2000-06-30;0,00;0,00;0,00;0,00
547;2000-07-01;0,00;0,00;0,00;0,00
548;2000-07-02;1,60;0,54;2,64;2,55
549;2000-07-03;0,00;0,00;0,00;0,22
550;2000-07-04;0,00;0,00;0,00;0,00
551;2000-07-05;0,00;0,00;0,00;0,00
552;2000-07-06;;;0,15;0,11
553;2000-07-07;0,78;1,36;;
554;2000-07-08;11,79;12,74;2,96;8,32
555;2000-07-09;3,52;3,28;1,60;1,81
556;2000-07-10;12,42;10,80;4,04;2,33
557;2000-07-11;2,98;4,36;0,95;1,73
558;2000-07-12;0,11;0,17;0,24;0,41
559;2000-07-13;0,30;0,24;0,06;0,32
560;2000-07-14;0,11;0,00;0,00;0,00
561;2000-07-15;0,00;0,00;0,00;0,00
562;2000-07-16;0,00;0,00;0,00;0,00
563;2000-07-17;0,00;0,00;0,00;0,00
564;2000-07-18;0,02;0,00;0,22;0,15
565;2000-07-19;0,00;0,00;0,00;0,00
566;2000-07-20;0,00;0,00;0,00;0,00
567;2000-07-21;0,00;0,00;0,00;0,00
568;2000-07-22;0,52;0,19;1,47;1,21
569;2000-07-23;0,00;0,00;0,00;0,00
570;2000-07-24;0,00;0,00;0,00;0,00
571;2000-07-25;0,00;0,00;0,00;0,00
572;2000-07-26;0,00;0,00;0,00;0,00
573;2000-07-27;0,00;0,00;0,00;0,00
574;2000-07-28;0,00;0,00;0,00;0,00
575;2000-07-29;0,00;0,00;0,04;0,00
576;2000-07-30;0,00;0,00;0,00;0,00
577;2000-07-31;0,02;0,00;0,04;0,04
578;2000-08-01;0,00;0,00;0,00;0,00
579;2000-08-02;0,67;0,58;0,73;0,45
580;2000-08-03;0,00;0,00;0,00;0,00
581;2000-08-04;0,00;0,00;0,00;0,00
582;2000-08-05;1,02;1,32;0,78;1,47
583;2000-08-06;0,00;0,00;0,00;0,00
584;2000-08-07;0,00;0,00;0,00;0,00
585;2000-08-08;0,04;0,00;0,00;0,00
586;2000-08-09;0,13;1,17;0,06;0,26
587;2000-08-10;0,00;0,00;0,00;0,00
588;2000-08-11;0,00;0,00;0,00;0,00
589;2000-08-12;0,00;0,00;0,00;0,00
590;2000-08-13;0,00;0,00;0,00;0,00
591;2000-08-14;0,00;0,00;0,00;0,00
592;2000-08-15;0,00;0,00;0,00;0,00
593;2000-08-16;0,00;0,00;0,00;0,00
594;2000-08-17;0,00;0,00;0,00;0,00
595;2000-08-18;0,00;0,00;0,00;0,00
596;2000-08-19;0,00;0,00;0,00;0,00
597;2000-08-20;0,11;0,11;0,11;0,11
598;2000-08-21;3,41;3,48;0,28;1,45
599;2000-08-22;5,66;4,26;4,32;4,43
600;2000-08-23;1,97;2,89;3,18;3,37
601;2000-08-24;2,53;2,61;1,75;2,22
602;2000-08-25;2,14;1,58;0,99;1,49
603;2000-08-26;0,02;0,02;0,00;0,00
604;2000-08-27;0,41;0,00;1,36;0,54
605;2000-08-28;2,68;2,98;3,07;2,29
606;2000-08-29;0,02;0,00;0,00;0,00
607;2000-08-30;0,00;0,00;0,00;0,00
608;2000-08-31;2,74;0,11;1,36;3,50
609;2000-09-01;0,00;0,00;0,00;0,00
610;2000-09-02;0,00;0,00;0,00;0,00
611;2000-09-03;0,00;0,00;0,00;0,00
612;2000-09-04;0,00;0,00;0,00;0,00
613;2000-09-05;0,00;0,00;0,00;0,00
614;2000-09-06;0,00;0,00;0,00;0,00
615;2000-09-07;0,86;0,69;0,28;0,30
616;2000-09-08;2,10;1,86;1,10;0,04
617;2000-09-09;12,94;14,71;6,31;9,33
618;2000-09-10;18,21;14,17;15,88;8,51
619;2000-09-11;8,81;7,69;10,50;14,73
620;2000-09-12;0,00;0,00;0,00;0,00
621;2000-09-13;0,24;0,56;0,04;0,15
622;2000-09-14;0,54;0,22;0,39;0,04
623;2000-09-15;2,25;1,19;2,92;3,74
624;2000-09-16;0,04;0,52;0,09;0,00
625;2000-09-17;0,02;0,02;0,22;0,17
626;2000-09-18;0,26;0,28;0,41;0,19
627;2000-09-19;0,02;0,09;0,19;0,09
628;2000-09-20;12,85;11,15;15,77;18,68
629;2000-09-21;20,30;11,08;8,68;14,69
630;2000-09-22;0,00;0,00;0,00;0,00
631;2000-09-23;0,00;0,00;0,00;0,00
632;2000-09-24;0,00;0,06;0,11;0,39
633;2000-09-25;0,00;0,00;0,00;0,00
634;2000-09-26;0,00;0,00;0,00;0,00
635;2000-09-27;0,00;0,00;0,00;0,00
636;2000-09-28;0,00;0,00;0,00;0,00
637;2000-09-29;0,00;0,00;0,00;0,00
638;2000-09-30;0,00;0,00;0,00;0,00
639;2000-10-01;1,56;1,23;3,37;9,70
640;2000-10-02;9,59;5,70;35,04;28,36
641;2000-10-03;24,71;18,06;36,09;25,60
642;2000-10-04;6,29;4,99;6,72;9,33
643;2000-10-05;0,00;0,00;0,00;0,00
644;2000-10-06;0,39;0,24;0,15;0,45
645;2000-10-07;0,00;0,00;0,00;0,00
646;2000-10-08;0,00;0,00;0,00;0,00
647;2000-10-09;2,38;2,70;0,80;0,43
648;2000-10-10;0,50;0,43;3,37;3,43
649;2000-10-11;0,00;0,00;0,00;0,00
650;2000-10-12;0,00;0,00;0,00;0,00
651;2000-10-13;0,00;0,00;0,00;0,00
652;2000-10-14;0,00;0,00;0,45;0,00
653;2000-10-15;0,28;0,02;0,58;2,55
654;2000-10-16;4,02;4,08;8,10;3,30
655;2000-10-17;2,05;2,03;1,73;1,12
656;2000-10-18;0,00;0,00;0,02;0,00
657;2000-10-19;0,00;0,00;0,00;0,00
658;2000-10-20;0,00;0,00;0,00;0,00
659;2000-10-21;0,00;0,00;0,00;0,00
660;2000-10-22;5,57;6,07;8,73;7,84
661;2000-10-23;24,73;21,99;21,73;31,88
662;2000-10-24;0,60;0,37;0,19;0,06
663;2000-10-25;0,19;0,09;7,60;4,28
664;2000-10-26;12,66;10,76;10,84;4,51
665;2000-10-27;1,36;4,69;1,14;2,81
666;2000-10-28;0,00;0,00;0,00;0,00
667;2000-10-29;0,00;0,00;0,00;0,00
668;2000-10-30;0,00;0,00;0,35;0,00
669;2000-10-31;0,00;0,00;0,00;0,00
670;2000-11-01;0,00;0,00;0,00;0,00
671;2000-11-02;20,80;29,10;46,42;22,12
672;2000-11-03;0,00;0,00;0,00;0,00
673;2000-11-04;0,00;0,00;0,00;0,00
674;2000-11-05;0,04;0,67;0,26;1,66
675;2000-11-06;6,78;1,86;8,19;2,81
676;2000-11-07;0,43;0,15;0,22;0,04
677;2000-11-08;;;16,48;12,53
678;2000-11-09;2,07;5,94;;
679;2000-11-10;0,02;0,84;3,48;1,38
680;2000-11-11;0,41;6,48;0,60;0,76
681;2000-11-12;21,58;33,11;26,98;25,14
682;2000-11-13;0,00;0,00;0,00;0,00
683;2000-11-14;0,00;0,00;0,00;0,00
684;2000-11-15;0,00;0,00;0,00;0,00
685;2000-11-16;0,00;0,00;0,00;0,00
686;2000-11-17;0,00;0,00;0,00;0,00
687;2000-11-18;0,00;0,00;0,00;0,00
