fecha;precip
2009-01-19;1,40
2009-01-20;0,00
2009-01-21;0,00
2009-01-22;0,00
2009-01-23;0,00
2009-01-24;0,00
2009-01-25;0,00
2009-01-26;28,79
2009-01-27;109,71
2009-01-28;69,81
2009-01-29;22,25
2009-01-30;0,00
2009-01-31;0,00
2009-02-01;0,67
2009-02-02;49,51
2009-02-03;43,07
2009-02-04;0,00
2009-02-05;0,04
2009-02-06;1,99
2009-02-07;2,51
2009-02-08;0,32
2009-02-09;56,14
2009-02-10;76,85
2009-02-11;4,69
2009-02-12;3,11
2009-02-13;34,97
2009-02-14;82,79
2009-02-15;2,31
2009-02-16;10,58
2009-02-17;11,21
