fecha;tmin
2009-01-19;294,60
2009-01-20;292,40
2009-01-21;293,70
2009-01-22;296,80
2009-01-23;296,80
2009-01-24;297,80
2009-01-25;297,80
2009-01-26;300,30
2009-01-27;299,80
2009-01-28;299,80
2009-01-29;296,80
2009-01-30;296,40
2009-01-31;298,20
2009-02-01;298,00
2009-02-02;297,20
2009-02-03;296,50
2009-02-04;297,20
2009-02-05;300,20
2009-02-06;300,30
2009-02-07;299,70
2009-02-08;300,60
2009-02-09;296,30
2009-02-10;294,10
2009-02-11;296,20
2009-02-12;298,50
2009-02-13;299,10
2009-02-14;297,50
2009-02-15;292,40
2009-02-16;293,10
2009-02-17;293,80
