fecha;hrmean
2009-01-19;74,75
2009-01-20;58,23
2009-01-21;45,61
2009-01-22;39,10
2009-01-23;45,10
2009-01-24;53,40
2009-01-25;64,68
2009-01-26;72,22
2009-01-27;52,09
2009-01-28;53,14
2009-01-29;74,81
2009-01-30;91,76
2009-01-31;92,54
2009-02-01;88,24
2009-02-02;92,70
2009-02-03;94,55
2009-02-04;80,68
2009-02-05;75,19
2009-02-06;78,97
2009-02-07;78,93
2009-02-08;89,84
2009-02-09;94,85
2009-02-10;81,20
2009-02-11;72,13
2009-02-12;87,66
2009-02-13;89,76
2009-02-14;89,29
2009-02-15;77,77
2009-02-16;97,36
2009-02-17;84,35
