fecha;precip
2009-01-19;0,00
2009-01-20;0,00
2009-01-21;0,00
2009-01-22;0,00
2009-01-23;0,00
2009-01-24;0,65
2009-01-25;1,19
2009-01-26;1,27
2009-01-27;31,80
2009-01-28;120,51
2009-01-29;1,77
2009-01-30;0,04
2009-01-31;0,02
2009-02-01;0,80
2009-02-02;99,90
2009-02-03;26,89
2009-02-04;17,24
2009-02-05;8,36
2009-02-06;1,60
2009-02-07;4,02
2009-02-08;14,77
2009-02-09;5,42
2009-02-10;16,05
2009-02-11;22,36
2009-02-12;7,86
2009-02-13;0,11
2009-02-14;6,37
2009-02-15;0,00
2009-02-16;3,00
2009-02-17;10,41
