fecha;precip
2009-01-19;0,28
2009-01-20;0,00
2009-01-21;0,00
2009-01-22;0,00
2009-01-23;0,00
2009-01-24;0,00
2009-01-25;7,02
2009-01-26;1,14
2009-01-27;0,00
2009-01-28;1,06
2009-01-29;2,68
2009-01-30;25,81
2009-01-31;9,29
2009-02-01;21,88
2009-02-02;16,39
2009-02-03;43,98
2009-02-04;0,04
2009-02-05;0,00
2009-02-06;3,63
2009-02-07;3,82
2009-02-08;18,88
2009-02-09;10,56
2009-02-10;2,07
2009-02-11;0,00
2009-02-12;7,30
2009-02-13;9,87
2009-02-14;3,72
2009-02-15;2,05
2009-02-16;67,33
2009-02-17;0,24
