fecha;hrmean
2009-01-19;78,70
2009-01-20;65,05
2009-01-21;40,37
2009-01-22;38,37
2009-01-23;39,57
2009-01-24;38,45
2009-01-25;36,68
2009-01-26;35,57
2009-01-27;34,80
2009-01-28;34,01
2009-01-29;45,10
2009-01-30;61,24
2009-01-31;38,57
2009-02-01;38,22
2009-02-02;55,75
2009-02-03;36,24
2009-02-04;36,28
2009-02-05;49,55
2009-02-06;37,55
2009-02-07;33,28
2009-02-08;40,71
2009-02-09;33,01
2009-02-10;30,46
2009-02-11;28,85
2009-02-12;28,84
2009-02-13;25,35
2009-02-14;28,42
2009-02-15;47,51
2009-02-16;62,60
2009-02-17;75,74
