fecha;tmin
2009-01-19;290,70
2009-01-20;293,10
2009-01-21;292,80
2009-01-22;295,70
2009-01-23;296,30
2009-01-24;300,10
2009-01-25;297,90
2009-01-26;297,50
2009-01-27;295,40
2009-01-28;296,80
2009-01-29;297,00
2009-01-30;294,30
2009-01-31;290,50
2009-02-01;292,30
2009-02-02;297,90
2009-02-03;295,00
2009-02-04;292,30
2009-02-05;292,50
2009-02-06;295,30
2009-02-07;294,60
2009-02-08;294,50
2009-02-09;297,00
2009-02-10;296,50
2009-02-11;295,30
2009-02-12;296,50
2009-02-13;297,30
2009-02-14;292,70
2009-02-15;292,20
2009-02-16;294,10
2009-02-17;296,00
