fecha;hrmean
2009-01-19;71,05
2009-01-20;55,68
2009-01-21;43,57
2009-01-22;45,82
2009-01-23;51,99
2009-01-24;53,00
2009-01-25;61,56
2009-01-26;68,53
2009-01-27;55,97
2009-01-28;44,96
2009-01-29;46,95
2009-01-30;53,73
2009-01-31;61,59
2009-02-01;58,70
2009-02-02;60,89
2009-02-03;51,46
2009-02-04;52,41
2009-02-05;73,51
2009-02-06;67,35
2009-02-07;63,34
2009-02-08;65,16
2009-02-09;81,74
2009-02-10;77,11
2009-02-11;82,11
2009-02-12;95,49
2009-02-13;83,62
2009-02-14;62,46
2009-02-15;53,82
2009-02-16;51,62
2009-02-17;47,46
