fecha;precip
2009-02-16;0,00
2009-02-17;0,13
2009-02-18;7,30
2009-02-19;11,10
2009-02-20;1,45
2009-02-21;0,00
2009-02-22;0,04
2009-02-23;0,52
2009-02-24;21,69
2009-02-25;42,47
2009-02-26;2,81
2009-02-27;26,87
2009-02-28;27,22
2009-03-01;27,50
2009-03-02;15,40
2009-03-03;0,02
2009-03-04;0,00
2009-03-05;0,00
2009-03-06;0,00
2009-03-07;0,00
2009-03-08;0,00
2009-03-09;0,00
2009-03-10;0,24
2009-03-11;33,96
2009-03-12;13,65
2009-03-13;0,30
2009-03-14;0,00
2009-03-15;0,00
2009-03-16;0,00
2009-03-17;0,00
